REG_NUMBER	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	COORDINATE_X	COORDINATE_Y	PRECISION
A08187155	CL	GAZTAMBIDE	4	2 F	28015	MADRID	MADRID	-3.715795	40.430998	1
A08188682	CR	LAUREA MIRO	403		08980	SANT FELIU DE LLOBREGAT	BARCELONA	2.036722	41.392521	1
A08203689	CR	SANTPEDOR	141	01 BX 01	08242	MANRESA	BARCELONA	1.832279	41.737214	1
A08208118	CL	MANLLEU		KM 1400	08500	VIC	BARCELONA	2.25881517	41.93525059	5
A08211682	RD	SANT ANTONI	61	10 3	08011	BARCELONA	BARCELONA	2.163762	41.384786	1
A08212482	CL	PARIS	71	1 4	08029	BARCELONA	BARCELONA	2.145481	41.38792	1
A08218059	RD	PONENT	58		08201	SABADELL	BARCELONA	2.099621	41.546056	1
A08222432	CL	SANT LLORENÇ	7	LO 2	08202	SABADELL	BARCELONA	2.111739	41.548199	1
A08222721	CL	MALLORCA	272	5 8	08037	BARCELONA	BARCELONA	2.164372	41.395031	1
A08225088	AV	MARE DE DEU DE LORDA	34		08034	BARCELONA	BARCELONA	2.106347	41.398537	1
A08228082	CL	PABLO IGLESIAS	84		08908	L'HOSPITALET DE LLOBREGAT	BARCELONA	2.127189	41.347406	1
A08236341	PS	CASTELLANA	91	11	28046	MADRID	MADRID	-3.691474	40.450668	1
A08244808	CL	INDUSTRIA	1		08279	AVINYO	BARCELONA	1.972894	41.867007	1
A08247611	LG	MASIA CLUB GOLF			17246	SANTA CRISTINA D'ARO	GIRONA	2.99870502	41.81464103	5
A08247769	CL	MASSENS	73		08024	BARCELONA	BARCELONA	2.15577	41.408994	1
A08250458	CL	SANT SEBASTIA	206		08223	TERRASSA	BARCELONA	2.00954	41.554789	1
A08251217	CL	BALMES	264		08006	BARCELONA	BARCELONA	2.148877	41.400481	1
A08257750	LG	CAN PUJOL	45	NV 11	08520	MARATA (LES FRANQUESES DEL VALLES)	BARCELONA	2.290409	41.627304	1
A08262610	CL	MANEL VENTURA CAMPENY	4		08339	VILASSAR DE DALT	BARCELONA	2.36629	41.514249	1
A08266231	PG	ALBEREDA	35		46023	VALENCIA	VALENCIA	-0.359114	39.465565	1
A08270308	AV	CORNELLA	23	EDIFICIO C LO 3	08950	ESPLUGUES DE LLOBREGAT	BARCELONA	2.088076	41.37621	1
A08270639	CL	MEJIA LEQUERICA	16		08028	BARCELONA	BARCELONA	2.126344	41.382511	1
A08271991	CL	INDUSTRIA	89		08025	BARCELONA	BARCELONA	2.1699	41.406225	1
A08277972	CL	GRAN DE GRACIA	148	BAJO 01	08012	BARCELONA	BARCELONA	2.153151	41.4019	1
A08281453	CL	VALENCIA	243	6 1	08007	BARCELONA	BARCELONA	2.162625	41.3923	1
A08285967	CL	PARIS	188	EN	08036	BARCELONA	BARCELONA	2.15339	41.393598	1
A08286270	CL	CORSEGA	299	4 2	08008	BARCELONA	BARCELONA	2.156978	41.394814	1
A08288763	CL	PROVENÇA	107	BAJO	08029	BARCELONA	BARCELONA	2.15074	41.386694	1
A08288987	CL	TEROL	27	0701	08012	BARCELONA	BARCELONA	2.158049	41.403049	1
A08306250	RD	SANT ANTONI	6		08001	BARCELONA	BARCELONA	2.163259	41.379055	1
A08313736	PG	GRACIA	52	4 1	08007	BARCELONA	BARCELONA	2.165342	41.392034	1
A08315244	CL	ARAGO	63	0101	08015	BARCELONA	BARCELONA	2.149624	41.380901	1
A08316713	AV	EUROPA	24		08401	GRANOLLERS	BARCELONA	2.28076	41.59569	1
A08316994	CL	PERU	104	3	08018	BARCELONA	BARCELONA	2.197285	41.409229	1
A08317554	CL	Z ZONA FRANCA			08040	BARCELONA	BARCELONA	2.14223287	41.339048	5
A08321317	CM	GOLF	14		08392	SANT ANDREU DE LLAVANERES	BARCELONA	2.484995	41.56814	1
A08325292	CL	VILAMARI	86		08015	BARCELONA	BARCELONA	2.149064	41.379117	1
A08329898	CL	ARIBAU	131	03 01	08036	BARCELONA	BARCELONA	2.154678	41.391739	1
A08331316	CL	TRAJANA	50	9	08020	BARCELONA	BARCELONA	2.200123	41.428573	1
A08332348	CL	FONERIA P MATA ROCAFONDA	33		08304	MATARO	BARCELONA	2.45224294	41.56177332	6
A08332900	CL	RIERA DEL FONOLLAR	47	00	08830	SANT BOI DE LLOBREGAT	BARCELONA	2.041773	41.324046	1
A08338568	CL	BRUC	10		08203	SABADELL	BARCELONA	2.108658	41.537407	1
A08348740	AV	PAU CASALS	22	3	08021	BARCELONA	BARCELONA	2.142377	41.394029	1
A08352353	CL	ROSARI	29		08017	BARCELONA	BARCELONA	2.130232	41.396796	1
A08354292	CL	CALVET	71		08021	BARCELONA	BARCELONA	2.141083	41.396572	1
A08354938	CL	DIPUTACIO	238		08007	BARCELONA	BARCELONA	2.164731	41.388559	1
A08357238	CR	TARRAGONA		APARTAMENTO 13	43400	MONTBLANC	TARRAGONA	1.16548448	41.39572748	5
A08357667	AV	VALLES	115		08225	TERRASSA	BARCELONA	2.039049	41.548175	1
A08359150	PG	CIRCUIT		PARCELA A	08160	MONTMELO	BARCELONA	2.25144951	41.55747968	6
A08359697	PL	SANT JAUME	3	1	08201	SABADELL	BARCELONA	2.104832	41.546634	1
A08364564	CL	JOVELLANOS	105	1 1	08201	SABADELL	BARCELONA	2.103904	41.550673	1
A08370082	UR	SUPERMARESME	31		08394	SUPERMARESME-LA FARRERA	BARCELONA	2.50096	41.578537	1
A08390999	CL	FONTCOBERTA	1	BAJO	08034	BARCELONA	BARCELONA	2.124057	41.395064	1
A08392466	CR	CONANGLELL	5		08570	TORELLO	BARCELONA	2.259361	42.049388	1
A08411548	PL	TETUAN	40		08010	BARCELONA	BARCELONA	2.176286	41.394953	1
A08419525	CL	CARLES III	74	6 2	08028	BARCELONA	BARCELONA	2.12762	41.384741	1
A08425902	CL	CASP	78		08010	BARCELONA	BARCELONA	2.175467	41.392775	1
A08426397	CL	BAILEN	20	4 3	08010	BARCELONA	BARCELONA	2.176474	41.392514	1
A08431058	CL	SANT QUINTI	19	0502	08026	BARCELONA	BARCELONA	2.1792	41.412495	1
A08442667	CL	BALMES	200	6 1	08006	BARCELONA	BARCELONA	2.152442	41.397332	1
A08448243	ED	EDIFICI CATALUNYA			08187	EL RIERAL (SANTA EULALIA DE RONÇANA)	BARCELONA	2.23801746	41.64523016	5
A08449290	CL	CONSELL DE CENT	205	EN 03	08011	BARCELONA	BARCELONA	2.156942	41.384552	1
A08451783	CL	COMTE DE SALVATIERRA	5		08006	BARCELONA	BARCELONA	2.15419	41.396299	1
A08459026	CL	MALLORCA	214		08008	BARCELONA	BARCELONA	2.158867	41.390894	1
A08459745	CL	B			50750	PINA DE EBRO	ZARAGOZA	-0.39520376	41.50913453	6
A08468241	CL	MALLORCA	214	5 1	08008	BARCELONA	BARCELONA	2.158867	41.390894	1
A08477952	CL	PARIS	207	PR 1	08008	BARCELONA	BARCELONA	2.153949	41.394311	1
A08485351	AV	BOSC	32	SA	08906	L'HOSPITALET DE LLOBREGAT	BARCELONA	2.104193	41.373208	1
A08523433	PL	JOSEP MALUQUER I SALVADOR	15		08401	GRANOLLERS	BARCELONA	2.289025	41.60902	1
A08525099	RB	MARINA	264	BS 02	08907	L'HOSPITALET DE LLOBREGAT	BARCELONA	2.112	41.353152	1
A08528382	CL	FISICA	10	0202	08038	BARCELONA	BARCELONA	2.137166	41.364831	1
A08538654	LG	CRUCE CUATRO CARRETERA SN			08551	TONA	BARCELONA	2.21950363	41.85573083	6
A08539165	CL	SANT ANTONI MARIA CLARET	32		08243	MANRESA	BARCELONA	1.833562	41.731364	1
A08540320	CL	PINTOR VILACINCA	14		08213	POLIGONO 1	BARCELONA	2.157454	41.546904	1
A08541005	CL	JOAN ORO	7		08635	SANT ESTEVE SESROVIRES	BARCELONA	1.87521	41.478826	1
A08542896	CL	NORD	49	CA 59	08950	ESPLUGUES DE LLOBREGAT	BARCELONA	2.081804	41.38099	1
A08559213	CL	MALLORCA	61	EN 01	08029	BARCELONA	BARCELONA	2.149698	41.384265	1
A08566739	PG	MARAGALL	328	AT 2	08031	BARCELONA	BARCELONA	2.167748	41.427596	1
A08569139	CL	PIEDRAS VIVAS	161		28692	VILLAFRANCA DEL CASTILLO-LA MOCHA CHICA	MADRID	-3.952836	40.464676	1
A08578254	AV	BALMES	79	1 1	08700	IGUALADA	BARCELONA	1.614743	41.587919	1
A08599862	CR	NACIONAL II		KM 489	25241	GOLMES	LLEIDA	0.902463	41.627791	3
A08605610	CL	DOCTOR ROUX	106	2 1	08017	BARCELONA	BARCELONA	2.126806	41.401262	1
A08624546	AV	MADRID	85	AT	08028	BARCELONA	BARCELONA	2.127151	41.378486	1
A08634271	CL	ALCALA	379	2 C	28027	MADRID	MADRID	-3.643556	40.435449	1
A08653511	CL	MAJOR	40	EN B	08221	TERRASSA	BARCELONA	2.009476	41.561238	1
A08658163	AV	MERIDIANA	416	TD	08030	BARCELONA	BARCELONA	2.183458	41.431992	1
A08663718	PS	FLUVIAL	6		08150	PARETS DEL VALLES	BARCELONA	2.23201826	41.5671569	6
A08665911	CL	AGOSTO	6	8	28022	MADRID	MADRID	-3.571455	40.44189	1
A08678823	CL	COSTA BRAVA	30	7 C 1	08030	BARCELONA	BARCELONA	2.201833	41.437679	1
A08679029	CL	MIRACLE	39	B 3 2	08028	BARCELONA	BARCELONA	2.134554	41.377174	1
A08683088	RD	GENERAL MITRE	203	0601	08023	BARCELONA	BARCELONA	2.142719	41.405596	1
A08687949	CL	DOCTORS TRIAS I PUJOL	6	EN 2	08034	BARCELONA	BARCELONA	2.12297	41.390062	1
A08698060	CL	CARLES III	86	3	08028	BARCELONA	BARCELONA	2.127439	41.385631	1
A08698813	CL	GLORIA	7	PR 02	08902	L'HOSPITALET DE LLOBREGAT	BARCELONA	2.119011	41.36717	1
A08709412	AV	BON PASTOR	29	02	08930	SANT ADRIA DE BESOS	BARCELONA	2.211096	41.430551	1
A08709487	CL	DOS DE MAIG	51		08100	MOLLET DEL VALLES	BARCELONA	2.217049	41.539603	1
A08715898	PL	CATALUNYA	1	4	08002	BARCELONA	BARCELONA	2.169837	41.385863	1
A08716920	CL	GARCILASO	100		08201	SABADELL	BARCELONA	2.102852	41.549648	1
A08717696	CL	CORTS CATALANES	608	6 A	08007	BARCELONA	BARCELONA	2.165983	41.387315	1
A08724767	CL	TORRE ARRABALET SN			08339	VILASSAR DE DALT	BARCELONA	2.34729973	41.52454832	6
A08727000	CL	SEPULVEDA	142	EN 4	08011	BARCELONA	BARCELONA	2.160071	41.381206	1
A08731911	AV	MARE DE DEU DE BELLVITGE	3		08907	L'HOSPITALET DE LLOBREGAT	BARCELONA	2.108018	41.346725	1
A08753774	CL	REGAS	10		08006	BARCELONA	BARCELONA	2.152185	41.398604	1
A08759359	CL	BAIX	11		25335	PENELLES	LLEIDA	0.964482	41.756898	1
A08766560	CL	DIPUTACIO	251	01	08007	BARCELONA	BARCELONA	2.16533	41.389172	1
A08767212	CL	LOPEZ ASME	5	TIENDA	06300	ZAFRA	BADAJOZ	-6.416959	38.426297	1
A08768087	PL	FRANCESC MACIA	4	4 1	08021	BARCELONA	BARCELONA	2.144534	41.393185	1
A08768715	RD	GENERAL MITRE	126	5 2	08021	BARCELONA	BARCELONA	2.137743	41.40242	1
A08774044	CL	DON QUIJOTE	3	2 D	28691	VILLANUEVA DE LA CAÑADA	MADRID	-4.000265	40.446474	1
A08787293	CL	TRINIDAD	122	2 D	12002	CASTELLON	CASTELLON	-0.041158	39.981473	1
A08792293	PG	PLA VINYATS	9		08250	SANT JOAN DE VILATORRADA	BARCELONA	1.79750869	41.76303682	6
A08792566	CL	ENTENÇA	15		08100	MOLLET DEL VALLES	BARCELONA	2.21229	41.543151	1
A08800609	CL	DIPUTACIO	238	EN	08007	BARCELONA	BARCELONA	2.164731	41.388559	1
A08803348	AV	DRASSANES	6	160 F	08001	BARCELONA	BARCELONA	2.175326	41.376279	1
A08807349	AV	DIAGONAL	477	100 B	08036	BARCELONA	BARCELONA	2.145816	41.392758	1
A08811093	AV	DIAGONAL	462	1 1	08006	BARCELONA	BARCELONA	2.157123	41.396194	1
A08814352	CL	CASP	86	03 1	08010	BARCELONA	BARCELONA	2.176153	41.393285	1
A08815680	AV	DIAGONAL	612	2 12	08021	BARCELONA	BARCELONA	2.142005	41.392497	1
A08817041	CL	EDUARD TOLDRA	30	BAJO	08950	ESPLUGUES DE LLOBREGAT	BARCELONA	2.084072	41.375902	1
A08821449	CL	MAS RESPLANDIS	6		17255	POLIGON RIERA D'ESCLANYA	GIRONA	3.156282	41.935085	3
A08827909	CL	VILANA	12	BAJO 01	08022	BARCELONA	BARCELONA	2.12845	41.405429	1
A08833162	CL	DOCTOR FERRAN	11	BAJO	08034	BARCELONA	BARCELONA	2.124642	41.388979	1
A08833956	CL	FRA JUNIPER SERRA	77	1616	08030	BARCELONA	BARCELONA	2.202169	41.43381	1
A08850646	PG	IN C COMELLES C L ENCLUSA		NV A 1 A 2	08292	ESPARREGUERA	BARCELONA	1.84568196	41.55013797	6
A08854739	CL	CISNEROS	6		08193	BELLATERRA (CERDANYOLA DEL VALLES)	BARCELONA	2.0913	41.504093	1
A08858284	CL	NUCLEO RESID	1500	SALARDU	25598	NAUT ARAN	LLEIDA	0.92474444	42.70125795	5
A08860884	CL	CONDE DE ARANDA	14	4 DC	28001	MADRID	MADRID	-3.68671	40.42167	1
A08863557	CL	MATILDE DIEZ	9	1	08006	BARCELONA	BARCELONA	2.148628	41.40186	1
A08865776	CR	L 178 HOSPITALET	60		08940	CORNELLA DE LLOBREGAT	BARCELONA	2.07653168	41.35495313	6
A08866782	CL	NICARAGUA	46	3 1	08029	BARCELONA	BARCELONA	2.141287	41.383265	1
A08867889	CR	RELLINARS	345		08225	TERRASSA	BARCELONA	2.003016	41.578464	1
A08867921	PG	INDUSTRIAL BERRIAINZ	91	BA	31013	BERRIOZAR	NAVARRA	-1.67751527	42.83798855	5
A08870362	PJ	NOGUES	10	BAJO 02	08025	BARCELONA	BARCELONA	2.166814	41.40757	1
A08871766	CL	BALMES	264	5 1	08006	BARCELONA	BARCELONA	2.148877	41.400481	1
A08880866	CL	NOTARI BADIA	2	01 02	08221	TERRASSA	BARCELONA	2.00707	41.567005	1
A08885691	AV	MARE DE DEU DE MONTSERRAT	1		08970	SANT JOAN DESPI	BARCELONA	2.067775	41.364468	1
A08887523	CL	SANT ANTONI MARIA CLARET	71	1 1	08025	BARCELONA	BARCELONA	2.169068	41.407343	1
A08890634	CL	TACO	21		08870	SITGES	BARCELONA	1.810405	41.235135	1
A08898405	CL	AVIACIO CATALANA	11		08440	CARDEDEU	BARCELONA	2.366596	41.649077	1
A08901639	CL	SOL	50		08700	IGUALADA	BARCELONA	1.616317	41.577204	1
A08906893	CL	POU	42	TD 2	08016	BARCELONA	BARCELONA	2.181564	41.444097	1
A08909871	CL	DIPUTACIO	291	EN 2 A	08009	BARCELONA	BARCELONA	2.16894	41.391881	1
A08912388	CL	RICARDO CALVO	16		08022	BARCELONA	BARCELONA	2.132366	41.402625	1
A08914160	CL	CAMELIES	1	BAJO	08024	BARCELONA	BARCELONA	2.158253	41.410755	1
A08916355	CL	VALLADOLID	2		08014	BARCELONA	BARCELONA	2.135472	41.377295	1
A08918286	CM	CAN FARCAN	39		08227	TERRASSA	BARCELONA	2.03845	41.553864	1
A08922072	CL	VIÑEDA	26		08016	BARCELONA	BARCELONA	2.17990559	41.43688872	6
A08923831	CL	PADILLA	382	BAJO 04	08025	BARCELONA	BARCELONA	2.169053	41.411971	1
A08931925	LG	MASIA PLANES			08859	BEGUES	BARCELONA	1.90130858	41.31857067	6
A08938680	CL	CASTELLA	20		08210	BARBERA DEL VALLES	BARCELONA	2.119969	41.520427	1
A08940348	PG	JOAN MARAGALL	7	1 3	08850	GAVA	BARCELONA	2.002349	41.302714	1
A08941841	PG	CAN MILANS CAN TUXANS	2		08110	MONTCADA I REIXAC	BARCELONA	2.18474092	41.48990704	6
A08949695	CL	JOAN DE LA CIERVA	4		08760	MARTORELL	BARCELONA	1.924982	41.481498	1
A08952277	RB	EGARA	138	02 01	08221	TERRASSA	BARCELONA	2.00782	41.561067	1
A08954521	CM	CA N'AMETLLER			08195	MIRA-SOL	BARCELONA	2.049732	41.481676	3
A08964561	CL	MUNTANER	479	0405	08021	BARCELONA	BARCELONA	2.138344	41.402312	1
A08979775	CL	SURIA	1	BAJO 00	08014	BARCELONA	BARCELONA	2.132873	41.369795	1
A08982092	CL	MANRESA	78		08250	SANT JOAN DE VILATORRADA	BARCELONA	1.805086	41.737502	1
A08982712	CL	PALAU DE PLEGAMANS	17		08213	POLIGONO 2	BARCELONA	2.160047	41.557955	1
A08983900	PG	MARAGALL	400	1 3	08031	BARCELONA	BARCELONA	2.162832	41.428961	1
A08986994	CL	GUIFRE	637		08918	BADALONA	BARCELONA	2.233293	41.43638	1
A08990376	CL	DIPUTACIO	279	1 7	08007	BARCELONA	BARCELONA	2.16795	41.39116	1
A08996290	CL	CALABRIA	165		08015	BARCELONA	BARCELONA	2.151295	41.382384	1
A09000704	CL	REAL	22		09007	BURGOS	BURGOS	-3.665177	42.326971	1
A09003328	CL	HOSPITAL MILITAR	18	5 B	09002	BURGOS	BURGOS	-3.703504	42.337676	1
A09015546	CR	DE BILBAO	2		09200	MATILLAS (MIRANDA DE EBRO)	BURGOS	-2.946429	42.69129	1
A09019936	CL	ALGORTA	10		09500	MEDINA DE POMAR	BURGOS	-3.487565	42.933088	1
A09030008	AV	CASTILLA	31	1 6 C	09400	ARANDA DE DUERO	BURGOS	-3.690977	41.667271	1
A09031964	CR	MADRID-IRUN	154		09471	FUENTESPINA	BURGOS	-3.68246837	41.62752611	5
A09033119	CL	JACINTO BENAVENTE	2	3	47195	ARROYO DE LA ENCOMIENDA	VALLADOLID	-4.797916	41.613015	1
A09049412	CR	MADRID-IRUN	233		09001	BURGOS	BURGOS	-3.665927	42.354426	1
A09049651	CR	SAN MIGUEL			09250	BELORADO	BURGOS	-3.20993	42.415975	3
A09051335	PZ	DE LA LIBERTAD	4		09004	BURGOS	BURGOS	-3.6993	42.341746	1
A09052325	CR	N.1		KM 278,8	09240	BRIVIESCA	BURGOS	-3.32265997	42.52542695	5
A09063132	PZ	MAYOR	9	BAJO	09400	ARANDA DE DUERO	BURGOS	-3.688762	41.670211	1
A09084039	CL	SAN JULIAN	14	5 A	09002	BURGOS	BURGOS	-3.698688	42.335651	1
A09086943	CL	SAN ANTON	1		09300	ROA	BURGOS	-3.92068684	41.69576962	6
A09093972	CR	PALENCIA			09443	VILLALBA DE DUERO	BURGOS	-3.745304	41.681462	3
A09101676	AV	DE LOS REYES CATOLICOS	2	2 B	09004	BURGOS	BURGOS	-3.696377	42.344159	1
A09110248	PS	MESONES	13		09340	LERMA	BURGOS	-3.760634	42.026703	1
A09112582	CR	MADRID-IRUN		KM 243	09007	BURGOS	BURGOS	-3.66537	42.354565	1
A09218124	AV	DEL VENA	2	BAJO	09005	BURGOS	BURGOS	-3.692136	42.347121	1
A09272220	CR	SANTANDER	12		09140	QUINTANAORTUÑO	BURGOS	-3.69175305	42.45403686	5
A09289216	CL	SAN FRANCISCO	41		09400	ARANDA DE DUERO	BURGOS	-3.685913	41.673435	1
A09302043	AV	DEL CID CAMPEADOR	4	3 B	09005	BURGOS	BURGOS	-3.698832	42.343447	1
A09334814	AV	DE LOS REYES CATOLICOS	26		09005	BURGOS	BURGOS	-3.693075	42.347565	1
A09370271	PZ	ESPAÑA	1	1	09005	BURGOS	BURGOS	-3.697947	42.344519	1
A10000420	AV	MONTECLARO	12		28223	MONTECLARO-LA CABAÑA	MADRID	-3.842762	40.444828	1
A10003002	CR	TRUJILLO			10600	PLASENCIA	CACERES	-6.102106	40.015918	3
A10008118	AV	RUTA DE LA PLATA	13	1	10001	CACERES	CACERES	-6.387115	39.470404	3
A10016061	CL	SAN BERNARDO	20	1 3 2 A	28015	MADRID	MADRID	-3.707621	40.42276	1
A10036333	CR	NACIONAL 630		00	10740	ALDEANUEVA DEL CAMINO	CACERES	-5.925234	40.258928	3
A11009479	CL	EL ERIZO			11139	LA BARROSA (CHICLANA DE LA FRONTERA)	CADIZ	-6.176219	36.375239	3
A11018561	CL	LUIS MAZZANTINI	14		11500	EL PUERTO DE SANTA MARIA	CADIZ	-6.236406	36.594865	1
A11025772	AV	LIBERTAD	83	POLIGONO IND PARCELA	11520	ROTA	CADIZ	-6.36415923	36.62341222	5
A11028685	AV	ALMIRANTE LEON HERRERO	19	BAJO	11100	SAN FERNANDO	CADIZ	-6.204612	36.46173	1
A11032117	CL	VIRGEN			29692	SECADERO	MALAGA	-5.26954737	36.35324739	6
A11043528	PS	SANCHA	18	3 B	29016	MALAGA	MALAGA	-4.403547	36.721457	1
A11056397	CL	PASADA DE ALCALA			11330	JIMENA DE LA FRONTERA	CADIZ	-5.452762	36.431051	3
A11056900	CR	NACIONAL 340	74	KM 0	11380	LA PEÑA (TARIFA)	CADIZ	-5.59260761	36.06515845	6
A11060068	CL	GANADO	7	1 B	11500	EL PUERTO DE SANTA MARIA	CADIZ	-6.224961	36.599122	1
A11088697	PS	MAR	6	BA	11310	PUERTO SOTOGRANDE	CADIZ	-5.277677	36.284837	1
A11202744	CL	LA UNION	13		11206	ALGECIRAS	CADIZ	-5.470943	36.110416	1
A11204690	CL	TULIPAN	6		11205	ALGECIRAS	CADIZ	-5.458253	36.148827	1
A11263381	CL	ANCHA	13	BAJO	11510	PUERTO REAL	CADIZ	-6.190768	36.527285	1
A11302403	CL	BOVEDAS SANTA ELENA SN			11006	CADIZ	CADIZ	-6.29068201	36.529611	6
A11317633	CL	ACACIAS	2		11007	CADIZ	CADIZ	-6.286652	36.525151	1
A11376548	AV	SAN JUAN BOSCO	46		11100	SAN FERNANDO	CADIZ	-6.18475797	36.47433878	5
A11405982	AV	CAYETANO DEL TORO	16	BAJO	11010	CADIZ	CADIZ	-6.277512	36.506713	1
A11602372	CL	LAGARTIJO	9		28043	MADRID	MADRID	-3.643428	40.4529	1
A11603677	AV	LA GRANJA	17	A	11405	JEREZ DE LA FRONTERA	CADIZ	-6.099976	36.699904	1
A11605631	PZ	ALADRO	10		11402	JEREZ DE LA FRONTERA	CADIZ	-6.136319	36.687157	1
A11607017	CL	SANTO DOMINGO	11	2 B	11402	JEREZ DE LA FRONTERA	CADIZ	-6.135366	36.688768	1
A11608189	CL	SAN JUAN	2		11540	SANLUCAR DE BARRAMEDA	CADIZ	-6.354459	36.778531	1
A11670734	CL	CURTIDORES	1	A	11403	JEREZ DE LA FRONTERA	CADIZ	-6.141303	36.683691	1
A11671039	LG	COLONIA DE CAULINA	21		11405	GUADALCACIN	CADIZ	-6.0783713	36.72475985	5
A11900784	CL	ALFAU	70		51001	CEUTA	CEUTA	-5.30469963	35.88967151	5
A11905494	PZ	AFRICA			51001	CEUTA	CEUTA	-5.317245	35.888874	3
A11906567	CL	SARGENTO MENA	4	B	51001	CEUTA	CEUTA	-5.308891	35.888809	1
A11957867	CL	CRISTOBAL BORDIU	35	EN 1	28003	MADRID	MADRID	-3.6984	40.443032	1
A12002861	AV	CASTELL VELL	187		12004	CASTELLON	CASTELLON	-0.036683	40.014821	1
A12019105	UR	COMA CLUB CAMPO MEDITE			12190	BORRIOL	CASTELLON	-0.0699205	40.05066431	6
A12033775	AV	CEDRE	27		12540	VILA-REAL	CASTELLON	-0.097191	39.936285	1
A12038113	AV	CARDENAL HERRERA ORIA	165		28034	MADRID	MADRID	-3.71083	40.484569	1
A12044293	AV	MAR	101	1	12596	TORREBLANCA	CASTELLON	0.198425	40.21698	1
A12046769	CR	LEIZA	27	PB	31740	DONEZTEBE/SANTESTEBAN	NAVARRA	-1.674095	43.13264	1
A12072971	AV	HERMANOS BOU	237		12100	CASTELLON	CASTELLON	-0.008429	39.977276	1
A12076238	CL	SANT PASQUAL	37		12540	VILA-REAL	CASTELLON	-0.098618	39.939051	1
A12077418	CL	TORRALBA DEL PINAR	16		12003	CASTELLON	CASTELLON	-0.018444	39.981969	1
A12081014	UR	CENTRO ALCOCEBRE			12570	ALCALA DE XIVERT	CASTELLON	0.22184404	40.30611618	6
A12088993	CL	ENMEDIO	91	BAJO	12001	CASTELLON	CASTELLON	-0.038	39.987626	1
A12092227	AV	MAR	101	1	12596	TORREBLANCA	CASTELLON	0.198425	40.21698	1
A12095204	AV	NULES	92		12530	BORRIANA/BURRIANA	CASTELLON	-0.09027623	39.88636484	5
A12099883	CL	SAN RAMON	17		12550	ALMAZORA	CASTELLON	-0.062692	39.945378	1
A12103420	CL	HERMANOS QUINTERO	6	EN	12006	CASTELLON	CASTELLON	-0.048391	39.980189	1
A12200598	AV	LAS FUENTES	11	EDIFICIO CENTRO	12579	LAS FUENTES (ALCALA DE XIVERT)	CASTELLON	0.284464	40.25309	1
A12202479	AV	MARE DE DEU DELS ANGELS	34		12170	SANT MATEU	CASTELLON	0.181829	40.464294	1
A12208062	CL	DE SANT FRANCESC	3		12580	BENICARLO	CASTELLON	0.422715	40.418919	1
A12213104	CL	FERNANDO EL CATOLICO	14	A	12005	CASTELLON	CASTELLON	-0.030672	39.979466	1
A12225819	CL	PESQUERA	3	BAJO	28850	TORREJON DE ARDOZ	MADRID	-3.478694	40.457274	1
A12233391	CL	SANT ANTONI	58		12192	VILAFAMES	CASTELLON	-0.052013	40.113009	1
A12238135	PS	BUENAVISTA	37		12100	GRAO (CASTELLON DE LA PLANA/CASTELLO DE LA PLANA)	CASTELLON	0.015026	39.974268	1
A12291498	AV	FARO	72		12594	LA PLAYA (OROPESA DEL MAR/ORPESA)	CASTELLON	0.143336	40.084525	1
A12382420	CL	CTRA. RIBESALBES	3	3 G	12110	L'ALCORA	CASTELLON	-0.215185	40.073472	1
A12408019	PS	CASTELLANA	175	3 D	28046	MADRID	MADRID	-3.690301	40.462757	1
A12408829	CL	L ATALL	108	EDIFICIO CASABLANCA	12570	ALCALA DE XIVERT	CASTELLON	0.22184404	40.30611618	6
A12410791	CL	APEADERO DE MIRALCAMP			12200	MIRALCAMP (ONDA)	CASTELLON	-0.28139444	39.95948958	5
A12414520	CL	SANT FERMI	8	BAJO	12540	VILA-REAL	CASTELLON	-0.096221	39.952924	1
A12415394	PS	MORELLA	78		12004	CASTELLON	CASTELLON	-0.052667	39.990198	1
A13001474	CL	BAÑO	1		13130	FUENCALIENTE	CIUDAD REAL	-4.306335	38.403938	1
A13007778	CL	ARROYO MINA	22		13600	ALCAZAR DE SAN JUAN	CIUDAD REAL	-3.200381	39.391443	1
A13015631	CL	SANTA ENGRACIA	147	BJIN	28003	MADRID	MADRID	-3.702794	40.443763	1
A13021118	CM	SANCHO REY	19		13002	CIUDAD REAL	CIUDAD REAL	-3.9364665	38.98539472	6
A13110101	CR	MADRID-CADIZ		KM 171	13200	MANZANARES	CIUDAD REAL	-3.41971344	39.08005845	5
A13159769	AV	SERNA DE PALACIO	1		13600	ALCAZAR DE SAN JUAN	CIUDAD REAL	-3.221398	39.383358	1
A13177787	AV	MADRID ANDALUCIA		KM 199	13300	VALDEPEÑAS	CIUDAD REAL	-3.41809722	38.87692284	5
A14014567	CR	NACIONAL IV	424		14140	LA VICTORIA	CORDOBA	-4.85463283	37.69644443	5
A14019970	CL	MANUEL DE SANDOVAL	14	3 3	14008	CORDOBA	CORDOBA	-4.781741	37.887857	1
A14022818	AV	BRILLANTE	1		14006	CORDOBA	CORDOBA	-4.782707	37.89444	1
A14025068	CL	ANTONIO BARROSO Y CASTILLO	2	1 1	14006	CORDOBA	CORDOBA	-4.777308	37.899766	1
A14027635	CL	SAN ALVARO	2	EN	14003	CORDOBA	CORDOBA	-4.781065	37.883362	1
