REG_NUMBER	NUMBER_OF_BRANCHES	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	COORDINATE_X	COORDINATE_Y	PRECISION	BRANCH_STREET_TYPE	BRANCH_STREET_NAME	BRANCH_STREET_NUMBER	BRANCH_STREET_OTHER	BRANCH_ZIP_CODE	BRANCH_TOWN	BRANCH_PROVINCE	BRANCH_COORDINATE_X	BRANCH_COORDINATE_Y	BRANCH_PRECISION
A07150469	3	CL	SANTA PRAXEDIS	7	PO 4 D	07015	PALMA DE MALLORCA	ILLES BALEARS	2.598510800	39.550859500	1	CL	EMILIO SERRANO 4 PTL 5	4		07004	PALMA DE MALLORCA	ILLES BALEARS	2.664958	39.584582	
A07150469	3	CL	SANTA PRAXEDIS	7	PO 4 D	07015	PALMA DE MALLORCA	ILLES BALEARS	2.598510800	39.550859500	1	CL	HILARION ESLAVA	3		28015	MADRID	MADRID			
A07150469	3	CL	SANTA PRAXEDIS	7	PO 4 D	07015	PALMA DE MALLORCA	ILLES BALEARS	2.598510800	39.550859500	1	CL	SAN NICOLAS	31		15001	CORUÑA (A)	CORUÑA (A)			
A07153711	2	PS	MARMM	28	49 PUERTO DE ALCUDIA	07400	ALCUDIA	ILLES BALEARS	3.148904824	39.860099701	22	CR	VIEJA ALCUDIA POLLENSA	s/n	KM 0,500	07400	ALCUDIA	ILLES BALEARS			
A07153711	2	PS	MARMM	28	49 PUERTO DE ALCUDIA	07400	ALCUDIA	ILLES BALEARS	3.148904824	39.860099701	22	PS	MARITIM	28	4º	07400	ALCUDIA	ILLES BALEARS			
A07156912	1	CL	GREMIO ZAPATEROS 51 POL SON CASTELLO	S/N		07009	PALMA DE MALLORCA	ILLES BALEARS	2.665051000	39.603858000	15	CL	GREMIO ZAPATEROS 51 POL SON CASTELLO	s/n		07009	PALMA DE MALLORCA	ILLES BALEARS			
A07161649	3	PS	ES TRAVES	3	PUERTO DE SOLLER	07100	SOLLER	ILLES BALEARS	2.696222000	39.792416700	4	CL	marina s/n	s/n		07100	SOLLER	ILLES BALEARS			
A07161649	3	PS	ES TRAVES	3	PUERTO DE SOLLER	07100	SOLLER	ILLES BALEARS	2.696222000	39.792416700	4	CL	ps es traves 3 edificio la torre	s/n		07100	SOLLER	ILLES BALEARS			
A07161649	3	PS	ES TRAVES	3	PUERTO DE SOLLER	07100	SOLLER	ILLES BALEARS	2.696222000	39.792416700	4	PS	MARITIMO	s/n		07100	SOLLER	ILLES BALEARS			
A07162118	1	CL	DEL CALCAT	4	2 1	07011	PALMA DE MALLORCA	ILLES BALEARS	2.636174100	39.593531100	1	CL	FETILIZANTS 4 PLGNO DE SON VALENTI	s/n		07011	PALMA DE MALLORCA	ILLES BALEARS			
A07162506	1	CL	ORATORIO	4		07181	CALVIA	ILLES BALEARS	2.573614550	39.533754700	4	CL	ORATORIO	4		07181	CALVIA	ILLES BALEARS			
A07171796	2	CL	JOAN ALCOVER	58	BJS	07006	PALMA DE MALLORCA	ILLES BALEARS				CL	JOAN ALCOVER	58	BJS	07006	PALMA DE MALLORCA	ILLES BALEARS			
A07171796	2	CL	JOAN ALCOVER	58	BJS	07006	PALMA DE MALLORCA	ILLES BALEARS				CL	PEREZ GALDOS	19	BAJOS	07006	PALMA DE MALLORCA	ILLES BALEARS			
A07177900	3	CL	D ES DEGOLLADOR	83	B	07760	CIUTADELLA DE MENORCA	ILLES BALEARS	3.837874800	39.996428100	1	CL	D ES DEGOLLADOR	83	B	07760	CIUTADELLA DE MENORCA	ILLES BALEARS			
A07177900	3	CL	D ES DEGOLLADOR	83	B	07760	CIUTADELLA DE MENORCA	ILLES BALEARS	3.837874800	39.996428100	1	CL	DOCTOR ORFILA	43	MAHON	07701	MAHON	ILLES BALEARS			
A07177900	3	CL	D ES DEGOLLADOR	83	B	07760	CIUTADELLA DE MENORCA	ILLES BALEARS	3.837874800	39.996428100	1	CL	MAHON	28		07760	CIUTADELLA DE MENORCA	ILLES BALEARS			
A07199490	1	AV	COMTE DE SALLENT	23	3	07003	PALMA	ILLES BALEARS	2.649511000	39.578051000	1	CL	VICTORIA PN	1		07184	CALVIA	ILLES BALEARS	2.507353	39.565849	6
A07207533	1	CL	MAZAGAN	52		07014	PALMA DE MALLORCA	ILLES BALEARS	2.630726100	39.575561300	1	CL	MAZAGAN	52		07014	PALMA DE MALLORCA	ILLES BALEARS			
A07217391	1	CM	DES CINGLE	36	BAJOS C EDIFICIO AMFORA PUE	07100	SOLLER	ILLES BALEARS	2.694641200	39.801120200	1	PS	ES TRAVES	25		07108	SOLLER	ILLES BALEARS			
A07220007	2	CL	CALA BLANCA	12		07181	CALVIA	ILLES BALEARS	2.538865300	39.511755800	4	AV	NOTARI ALEMANY	10	MAGALLUF	07181	CALVIA	ILLES BALEARS			
A07220007	2	CL	CALA BLANCA	12		07181	CALVIA	ILLES BALEARS	2.538865300	39.511755800	4	CL	CALA BLANCA	12		07181	CALVIA	ILLES BALEARS			
A07221179	1	CL	POU FLORIT	98		07260	PORRERES	ILLES BALEARS	3.025774000	39.514170100	1	CL	POU FLORIT	98		07260	PORRERES	ILLES BALEARS			
A07227580	3	CL	GRAN VIA ASIMA	1	PLGNO SON CASTELLO	07009	PALMA DE MALLORCA	ILLES BALEARS	2.672769000	39.601112300	1	AV	EIVISSA	19		07800	EIVISSA	ILLES BALEARS			
A07227580	3	CL	GRAN VIA ASIMA	1	PLGNO SON CASTELLO	07009	PALMA DE MALLORCA	ILLES BALEARS	2.672769000	39.601112300	1	CL	C  1 NAVE 3 PARQUE INDUSTRIAL	s/n		41020	SEVILLA	SEVILLA			
A07227580	3	CL	GRAN VIA ASIMA	1	PLGNO SON CASTELLO	07009	PALMA DE MALLORCA	ILLES BALEARS	2.672769000	39.601112300	1	CL	GRAN VIA ASIMA	1		07009	PALMA DE MALLORCA	ILLES BALEARS			
A07230329	1	CL	MAR 0	S/N		07820	SANT ANTONI DE PORTMANY	ILLES BALEARS	1.302148600	38.983395400	7	CL	MAR 0	s/n		07820	SANT ANTONI DE PORTMANY	ILLES BALEARS			
A07257793	1	AV	ALEXANDRE ROSSELLO	31	2	07002	PALMA DE MALLORCA	ILLES BALEARS	2.654591500	39.575109800	1	AV	ALEXANDRE ROSSELLO	31	2	07002	PALMA DE MALLORCA	ILLES BALEARS			
A07263676	2	CL	BISBE ROIG	45		07620	LLUCMAJOR	ILLES BALEARS	2.885421450	39.488231650	5	CL	BISBE ROIG	45		07620	LLUCMAJOR	ILLES BALEARS			
A07263676	2	CL	BISBE ROIG	45		07620	LLUCMAJOR	ILLES BALEARS	2.885421450	39.488231650	5	CL	TAMARELL	34		07687	SANT LLORENÇ DES CARDASSAR	ILLES BALEARS			
A07266505	2	AV	MAGALLUF	10	LOCALES 7 Y 8 ACTUALMENT	07184	CALVIA	ILLES BALEARS	2.533035000	39.506128000	12	AV	MAGALUF	10	LOC 1	07181	CALVIA	ILLES BALEARS			
A07266505	2	AV	MAGALLUF	10	LOCALES 7 Y 8 ACTUALMENT	07184	CALVIA	ILLES BALEARS	2.533035000	39.506128000	12	PS	MAR	44		07181	CALVIA	ILLES BALEARS			
A07267487	1	CL	D'EN PERE ANTONI SERVERA	19	SS	07550	SON SERVERA	ILLES BALEARS	3.359158300	39.621905900	1	CL	D'EN PERE ANTONI SERVERA	19	SS	07550	SON SERVERA	ILLES BALEARS			
A07293095	1	UR	PATIO	S/N		07440	MURO	ILLES BALEARS	3.046714911	39.747736574	22	UR	PATIO	s/n		07440	MURO	ILLES BALEARS			
A07300270	2	CL	CURNIOLA	8		07714	POIMA	ILLES BALEARS	4.239755000	39.887295000	1	CL	BIJUTERS	30		07760	CIUTADELLA DE MENORCA	ILLES BALEARS	3.844161	40.004723	6
A07300270	2	CL	CURNIOLA	8		07714	POIMA	ILLES BALEARS	4.239755000	39.887295000	1	PZ	AYUNTAMIENTO	2		28729	VENTURADA	MADRID	-3.622334	40.797235	5
A07302243	1	CL	AGUSTI CATANY 6	S/N		07600	PALMA DE MALLORCA	ILLES BALEARS	2.746924300	39.516657200	1	CL	CL AGUSTI CATANY 6 S/N	s/n		07600	PALMA DE MALLORCA	ILLES BALEARS			
A07308935	1	CR	ARTA	66	1 D	07400	ALCUDIA	ILLES BALEARS	3.116762300	39.831771600	1	CR	ARTA	66	1 D	07400	ALCUDIA	ILLES BALEARS			
A07406770	2	CR	STA PONSA CALVIA	S/N	KM 112 PG SON BUGADELLAS	07184	CALVIA	ILLES BALEARS	2.523416983	39.585066319	22	CL	ILLES BALEARS  - SANTA PONSA	31		07180	CALVIA	ILLES BALEARS			
A07406770	2	CR	STA PONSA CALVIA	S/N	KM 112 PG SON BUGADELLAS	07184	CALVIA	ILLES BALEARS	2.523416983	39.585066319	22	CR	SANTA PONCA A CALVIA	s/n		07180	CALVIA	ILLES BALEARS			
A07415193	1	CL	ALMIRANTE OQUENDO	13		07014	PALMA DE MALLORCA	ILLES BALEARS	2.629682300	39.570071700	1	CL	ALMIRANTE OQUENDO	13		07014	PALMA DE MALLORCA	ILLES BALEARS			
A07424393	1	CL	ANTONIO MULET	45		07150	ANDRATX	ILLES BALEARS	2.424103400	39.577835900	1	CL	ANTONIO MULET	45		07150	ANDRATX	ILLES BALEARS	2.423995	39.577492	
A07432230	2	CL	ALMADRAVA, DE S'		EDIFICIO AUBA	07870	LA SABINA (FORMENTERA)	ILLES BALEARS	1.416600000	38.731671000	3	LG	DARSENA DEPORTIVA LC I			07860	FORMENTERA	ILLES BALEARS	1.422240	38.721097	5
A07432230	2	CL	ALMADRAVA, DE S'		EDIFICIO AUBA	07870	LA SABINA (FORMENTERA)	ILLES BALEARS	1.416600000	38.731671000	3	LG	PLAYA MITJORN			07860	FORMENTERA	ILLES BALEARS	1.422240	38.721097	5
A07450620	1	CL	VARA DE REY	33	1 B	07820	SANT ANTONI DE PORTMANY	ILLES BALEARS	1.299460000	38.980662000	1	CR	SANT JOSEP A SANT ANTONI			07830	SANT JOSEP DE SA TALAIA	ILLES BALEARS	1.307362	38.959162	3
A07459605	1	CL	APARTAMENTOS RAMON CLAPES	S/N		07850	SANTA EULALIA DEL RIO	ILLES BALEARS	1.601769906	39.033492827	22	CL	APARTAMENTOS RAMON CLAPES	s/n		07840	SANTA EULALIA DEL RIO	ILLES BALEARS			
A07567670	1	CL	SINTES	2	BJ	07003	PALMA DE MALLORCA	ILLES BALEARS	2.651270100	39.572183000	1	CL	SINTES	2	BAJO	07003	PALMA DE MALLORCA	ILLES BALEARS			
A07594211	1	PZ	ROSSELLON	4		07002	PALMA DE MALLORCA	ILLES BALEARS				PZ	DEL COMTAT DE RESSELLO	4		07002	PALMA DE MALLORCA	ILLES BALEARS			
A07632987	1	CL	FRA JUNIPER SERRA	11		07014	PALMA DE MALLORCA	ILLES BALEARS	2.629388700	39.569486900	1	CL	FRAY JUNIPERO SERRA	11		07014	PALMA DE MALLORCA	ILLES BALEARS	2.629389	39.569487	1
A07677990	1	CL	REINA ESCLARMUNDA	5	EN C	07003	PALMA	ILLES BALEARS	2.651569000	39.576177000	1	AV	GABRIEL ROCA	3	D 2 C	07014	PALMA	ILLES BALEARS	2.632993	39.568755	1
A08017253	1	CL	SANT VALENTI, 144	S/N		08221	TERRASSA	BARCELONA	2.009338850	41.567265850	5	CL	SANT VALENTI, 144	s/n		08221	TERRASSA	BARCELONA			
A08040214	1	CL	JOSEP BALARI	16	04 A	08022	BARCELONA	BARCELONA	2.134910000	41.401827000	1	CL	ABAT ODO 53	55	BAJO	08030	BARCELONA	BARCELONA	2.195904	41.438183	6
A08046187	1	AV	DIAGONAL	453	BIS SOBREATICO	08036	BARCELONA	BARCELONA	2.148441100	41.393328200	5	CL	AV DIAGONAL	453	BIS SOBREATICO	08036	BARCELONA	BARCELONA			
A08047722	1	AV	DEL GENERAL PERON	38		28020	MADRID	MADRID	-3.693179200	40.451988300	1	AV	GENERAL PERON	38		28020	MADRID	MADRID			
A08049363	1	CL	CIUTAT DE BALAGUER	19	PLT BJ	08022	BARCELONA	BARCELONA	2.135783400	41.402655800	1	CL	CIUTAT DE BALAGUER	19	PLT BJ	08022	BARCELONA	BARCELONA			
A08050296	1	CL	BRUC	36		08240	MANRESA	BARCELONA	1.818468200	41.723179700	1	CL	BRUC	36		08240	MANRESA	BARCELONA			
A08056087	2	CL	COPERNIC	89	3	08006	BARCELONA	BARCELONA	2.143734000	41.402382300	1	CL	COPERNIC	89	3	08006	BARCELONA	BARCELONA			
A08056087	2	CL	COPERNIC	89	3	08006	BARCELONA	BARCELONA	2.143734000	41.402382300	1	CL	SANT ELIES	29	ESC A 3 6	08006	BARCELONA	BARCELONA			
A08060048	2	CL	GRAN VÍA DE LES CORTS CATALANES	764	-766 Edf Novartis	08013	BARCELONA	BARCELONA				AV	GRAN VIA DE LES CORTS CATALANES	764	EDIFICIO	08013	BARCELONA	BARCELONA			
A08060048	2	CL	GRAN VÍA DE LES CORTS CATALANES	764	-766 Edf Novartis	08013	BARCELONA	BARCELONA				CL	MARINA	206		08013	BARCELONA	BARCELONA			
A08063091	1	CL	PLANA MAS D'EN PUIG	S/N		08800	VILANOVA I LA GELTRU	BARCELONA	1.716932214	41.234867579	22	CL	PLANA MAS D'EN PUIG	s/n		08800	VILANOVA I LA GELTRU	BARCELONA	1.716932	41.234868	22
A08066045	1	CL	SANT ANTONI	32		08221	TERRASSA	BARCELONA	2.016832000	41.564397800	1	CL	SAN ANTONIO	32	BAJOS	08221	TERRASSA	BARCELONA	2.016832	41.564398	1
A08077323	1	PS	SANT JOAN	124	P. 1 PTA. 3	08037	BARCELONA	BARCELONA	2.168292200	41.400894300	4	PS	SANT JOAN	124	PL 1	08037	BARCELONA	BARCELONA			
A08099012	1	CL	COMTE D' URGELL	63	BJ	08011	BARCELONA	BARCELONA	2.157751300	41.382430800	1	CL	COMTE D' URGELL	63	BJ	08011	BARCELONA	BARCELONA			
A08103020	1	CL	GV CORTS CATALANES	637	P 2 PTA 1 B	08010	BARCELONA	BARCELONA	2.171082600	41.392015400	15	CL	GRAN VIA DE LES CORTS CATALANES	670	PRINCIPAL	08010	BARCELONA	BARCELONA			
A08104796	1	CL	CROM	1	A6	08907	HOSPITALET DE LLOBREGAT (L)	BARCELONA	2.105518000	41.353488100	4	CL	CROM	1	PLANTA A LOCAL C	08907	HOSPITALET DE LLOBREGAT (L)	BARCELONA			
A08106379	1	CL	TORRE ALSINA	S/N		08680	GIRONELLA	BARCELONA	1.874289659	42.015093542	22	CL	TORRE ALSINA	s/n		08680	GIRONELLA	BARCELONA			
A08109225	1	RD	GENERAL MITRE	227	EN	08023	BARCELONA	BARCELONA	2.145404000	41.405705000	1	CL	CASTERAS	49	P BAJO 06	08028	BARCELONA	BARCELONA	2.129007	41.373677	1
A08109480	2	AV	DIAGONAL	468	P. 5 PTA. A	08006	BARCELONA	BARCELONA	2.156354300	41.396142600	1	CL	ANIMES	22	P BJ	08370	CALELLA	BARCELONA			
A08109480	2	AV	DIAGONAL	468	P. 5 PTA. A	08006	BARCELONA	BARCELONA	2.156354300	41.396142600	1	CL	JOVARA	257		08370	CALELLA	BARCELONA			
A08112047	1	CL	VALENCIA	289		08008	BARCELONA	BARCELONA	2.166460700	41.395689300	1	CL	VALENCIA	289		08008	BARCELONA	BARCELONA	2.166461	41.395689	1
A08117129	1	CL	GIRONA	4	P 1 PTA 1	08010	BARCELONA	BARCELONA	2.176644600	41.391012800	1	CL	GIRONA	4	PLT 1 PTA 1	08010	BARCELONA	BARCELONA			
A08118663	1	CL	MAHONIA	2		28043	MADRID	MADRID	-3.619062000	40.456628000	1	RB	CATALUNYA	11	BAJO	08007	BARCELONA	BARCELONA	2.167540	41.387956	1
A08120123	1	PJ	DE LES CORTS	354	P. EN PTA. 8	08029	BARCELONA	BARCELONA	2.113856000	41.376208000	13	CL	GIRONA	210		08203	SABADELL	BARCELONA			
A08130486	1	CR	BARCELONA A PUIGCERDA		KM 1,5	08110	MONTCADA CENTRE	BARCELONA	2.181028000	41.472262000	3	CR	RIBAS			08110	MONTCADA I REIXAC	BARCELONA	2.184741	41.489907	6
A08136319	1	AV	PARAL·LEL	48	6º4º	08001	BARCELONA	BARCELONA	2.171643100	41.375102700	15	AV	PARAL·LEL	48	6º4º	08001	BARCELONA	BARCELONA			
A08138737	1	CL	CARDENAL MARCELO SPINOLA	10		28016	MADRID	MADRID	-3.669805900	40.467334700	1	CL	CARDENAL MARCELO SPINOLA	10		28016	MADRID	MADRID	-3.669803	40.467278	
A08139461	2	AV	CAMINO DE SANTIAGO	40		28050	MADRID	MADRID				AV	CAMINO DE SANTIAGO	40		28050	MADRID	MADRID			
A08139461	2	AV	CAMINO DE SANTIAGO	40		28050	MADRID	MADRID				AV	GENERAL PERON	36		28020	MADRID	MADRID			
A08139875	1	CL	DELS CASALS 30	S/N		08540	CENTELLES	BARCELONA	2.225556100	41.798479200	1	CL	CEMENTIRI	32		08540	CENTELLES	BARCELONA			
A08143935	1	CL	ESTELI	9	11 , LOCAL 2	08980	SANT FELIU DE LLOBREGAT	BARCELONA	2.053349300	41.385826900	1	CL	BALMES	225	1 2	08006	BARCELONA	BARCELONA			
A08145518	1	PG	ZONA FRANCA SECTOR A CALLE 60	2		08040	BARCELONA	BARCELONA	2.144894000	41.346800000	15	PG	ZONA FRANCA SECTOR A CALLE 60	2		08040	BARCELONA	BARCELONA			
A08162299	2	CL	COMTE BORRELL	318	, BAJOS DERECHA	08029	BARCELONA	BARCELONA	2.145381700	41.390735900	1	CL	ARAGON 517 Y 519	s/n	3 2	08013	BARCELONA	BARCELONA			
A08162299	2	CL	COMTE BORRELL	318	, BAJOS DERECHA	08029	BARCELONA	BARCELONA	2.145381700	41.390735900	1	PG	MUNICIPAL DE DUEÑAS PARCELA M5	s/n		34210	DUEÑAS	PALENCIA			
A08167256	1	CL	AUSIAS MARCH	47		08912	BADALONA	BARCELONA	2.237134300	41.444460900	2	CL	AUSIAS MARC	34	BJ	08010	BARCELONA	BARCELONA			
A08182313	3	CL	CARVAJALES	3		28005	MADRID	MADRID	-3.701346700	40.400107100	1	CL	BORDADORES	8		28013	MADRID	MADRID			
A08182313	3	CL	CARVAJALES	3		28005	MADRID	MADRID	-3.701346700	40.400107100	1	CL	DIPUTACIO	305	BAJOS	08009	BARCELONA	BARCELONA			
A08182313	3	CL	CARVAJALES	3		28005	MADRID	MADRID	-3.701346700	40.400107100	1	PZ	SAN GINES	1		28013	MADRID	MADRID			
A08183162	1	CL	POTASSI	7		08755	CASTELLBISBAL	BARCELONA				CL	POTASSI	7		08755	CASTELLBISBAL	BARCELONA			1
A08185050	1	CL	ADIOS	S/N		31153	ENERIZ	NAVARRA	-1.745850700	42.664601600	21	RD	MAIOLS	1	LOCAL 345	08192	SANT QUIRZE DEL VALLES	BARCELONA			
A08203689	1	KA	SANTPEDOR	141		08240	MANRESA	BARCELONA	1.832310000	41.737080000		KA	SANTPEDOR	141		08240	MANRESA	BARCELONA	1.832310	41.737080	
A08206419	1	CL	PLA	152	PLIND EL PLA	08980	SANT FELIU DE LLOBREGAT	BARCELONA	2.050095875	41.394568610	22	PG	EL PLA	152	NAVE PG INDL EL PLA	08980	SANT FELIU DE LLOBREGAT	BARCELONA			
A08208118	1	CR	MANLLEU	S/N	KM. 1,400	08500	VIC	BARCELONA	2.257227900	41.943447700	7	CR	MANLLEU	s/n	KM. 1,400	08500	VIC	BARCELONA			7
A08225088	1	AV	MARE DE DEU DE LORDA	34	EDIFICIO	08034	BARCELONA	BARCELONA	2.106671750	41.398387900	5	AV	MARE DE DEU DE LORDA	34	EDIFICIO	08034	BARCELONA	BARCELONA			
A08228082	2	CL	PABLO IGLESIAS	84		08908	HOSPITALET DE LLOBREGAT (L)	BARCELONA	2.126500400	41.347893000	1	CL	PABLO IGLESIAS	84	NAVE INDUSTRIAL	08908	HOSPITALET DE LLOBREGAT (L)	BARCELONA			
A08228082	2	CL	PABLO IGLESIAS	84		08908	HOSPITALET DE LLOBREGAT (L)	BARCELONA	2.126500400	41.347893000	1	CL	SANTA EULALIA	236	242 4 1 DRCH	08902	HOSPITALET DE LLOBREGAT (L)	BARCELONA			
A08232597	4	PJ	VINYASSA	7	Y 9 NAVE	08005	BARCELONA	BARCELONA	2.193764600	41.395571500	2	AV	REYES CATOLICOS	18		16003	CUENCA	CUENCA			
A08232597	4	PJ	VINYASSA	7	Y 9 NAVE	08005	BARCELONA	BARCELONA	2.193764600	41.395571500	2	CL	ISLAS CANARIAS	4		46988	PATERNA	VALENCIA			
A08232597	4	PJ	VINYASSA	7	Y 9 NAVE	08005	BARCELONA	BARCELONA	2.193764600	41.395571500	2	CL	SAN ANTONIO	19		44190	TERUEL	TERUEL			
A08232597	4	PJ	VINYASSA	7	Y 9 NAVE	08005	BARCELONA	BARCELONA	2.193764600	41.395571500	2	PJ	VINYASSA	7	Y 9 NAVE	08005	BARCELONA	BARCELONA			
A08236341	1	PS	CASTELLANA	91	11	28046	MADRID	MADRID	-3.691474000	40.450668000	1	CL	FEDERICO SALMON	13		28016	MADRID	MADRID	-3.668349	40.462606	1
A08244808	2	CL	INDUSTRIA	1		08279	AVINYO	BARCELONA	1.972669300	41.866776200	1	CL	CONSELL DE CENT	391		08009	BARCELONA	BARCELONA	2.169876	41.394678	1
A08244808	2	CL	INDUSTRIA	1		08279	AVINYO	BARCELONA	1.972669300	41.866776200	1	CL	INDUSTRIA	1		08279	AVINYO	BARCELONA	1.972894	41.867007	1
A08257750	1	CL	MAS PUJOL	45	NAVE 11 PLIND SECTOR V.	08520	FRANQUESES DEL VALLES (LES)	BARCELONA	2.318922400	41.652640200	21	CL	MAS PUJOL  NAVE 11 PLIND SECTOR 5	45		08520	FRANQUESES DEL VALLES (LES)	BARCELONA			
A08266231	1	PS	ALAMEDA	35	BIS 1	46023	VALENCIA	VALENCIA	-0.359204400	39.466030900	1	CL	SANTA AMALIA	2	D 3	46009	VALENCIA	VALENCIA			
A08270308	1	CL	GRAN VIA CARLES III	94	P. 9	08028	BARCELONA	BARCELONA	2.127842300	41.386050800	1	AV	DE CORNELLA	23	25, LOCAL 3, TORRE C	08950	ESPLUGUES DE LLOBREGAT	BARCELONA			
A08270639	1	CL	MEJIA LEQUERICA	16		08028	BARCELONA	BARCELONA	2.126344000	41.382511000	1	CL	MEJIA LEQUERICA	18		08028	BARCELONA	BARCELONA	2.126270	41.382622	1
A08271991	2	CL	INDUSTRIA	89	91 BAJOS LOCAL COMERCIAL 1 B	08025	BARCELONA	BARCELONA				CL	COR SEGA	523	PLT BJ	08025	BARCELONA	BARCELONA			
A08271991	2	CL	INDUSTRIA	89	91 BAJOS LOCAL COMERCIAL 1 B	08025	BARCELONA	BARCELONA				CL	INDUSTRIA	89	91	08025	BARCELONA	BARCELONA			
A08277972	1	CL	GRAN DE GRACIA	148	BAJOS 1	08012	BARCELONA	BARCELONA	2.153358300	41.402056100	1	CL	GRAN DE GRACIA	148	BAJOS 1	08012	BARCELONA	BARCELONA			
A08287567	1	PS	CREU DE PEDRA	49		08328	ALELLA	BARCELONA	2.295586300	41.487860400	4	PS	CREU DE PEDRA	49		08328	ALELLA	BARCELONA			
A08288763	1	CL	PROVENÇA	107	BJ	08029	BARCELONA	BARCELONA				CL	PROVENÇA	107	BJ	08029	BARCELONA	BARCELONA			
A08288987	1	CL	TEROL	27	0701	08012	BARCELONA	BARCELONA	2.158049000	41.403049000	1	AV	MARE DE DEU DE LORDA	21	BAJO	08034	BARCELONA	BARCELONA	2.107276	41.397721	1
A08289670	1	CL	JUAN RAMON JIMENEZ	114		08490	TORDERA	BARCELONA	2.728966100	41.731524100	1	CL	JUAN RAMON JIMENEZ	114		08490	TORDERA	BARCELONA			
A08295305	1	CM	ANTIC CALDERI	S/N		08100	MOLLET DEL VALLES	BARCELONA	2.214447989	41.541671130	22	CM	ANTIC CALDERI	s/n		08100	MOLLET DEL VALLES	BARCELONA			
A08306250	1	RD	SANT ANTONI	6		08001	BARCELONA	BARCELONA	2.163259000	41.379055000	1	CL	CASANOVA	148	BAJO	08036	BARCELONA	BARCELONA	2.153962	41.389196	1
A08313736	1	PG	GRACIA	52	4 1	08007	BARCELONA	BARCELONA	2.165342000	41.392034000	1	CL	DIPUTACIO	307	AT	08009	BARCELONA	BARCELONA	2.170059	41.392722	1
A08315244	1	CL	ARAGO 63	S/N		08015	BARCELONA	BARCELONA	2.149550300	41.380985700	1	CL	ARAGO 63	s/n		08015	BARCELONA	BARCELONA	2.149550	41.380986	1
A08316713	1	AV	EUROPA	24		08401	GRANOLLERS	BARCELONA	2.280757900	41.595688800	1	AV	EUROPA	24		08401	GRANOLLERS	BARCELONA			
A08316994	1	CL	PERU	104		08018	BARCELONA	BARCELONA	2.197881100	41.408986300	1	CL	PERU	104		08018	BARCELONA	BARCELONA			
A08317554	1	CL	LG PORT BARCELONA CALLE Z	S/N		08038	BARCELONA	BARCELONA				CL	LA FORJA	50		08840	VILADECANS	BARCELONA			
A08321317	1	CM	GOLF	14		08392	SANT ANDREU DE LLAVANERES	BARCELONA	2.484995000	41.568140000	1	RD	GENERAL MITRE	126	3	08021	BARCELONA	BARCELONA	2.137743	41.402420	1
A08325292	1	AV	DE JOSEP TARRADELLAS	38	LOCAL	08029	BARCELONA	BARCELONA	2.143055600	41.383368900	1	CL	CL VILAMARI 86 88 LOCAL	s/n		08015	BARCELONA	BARCELONA			
A08325433	2	CL	LOGROÑO	S/N		09200	MIRANDA DE EBRO	BURGOS	-2.938096800	42.687937100	7	CL	ARIBAU	185	187 PLANTA 6	08021	BARCELONA	BARCELONA			1
A08325433	2	CL	LOGROÑO	S/N		09200	MIRANDA DE EBRO	BURGOS	-2.938096800	42.687937100	7	CR	LOGROÑO	s/n		09200	MIRANDA DE EBRO	BURGOS	-2.938097	42.687937	7
A08331316	1	CL	VIA TRAJANA	50	56 , NAVE 9	08020	BARCELONA	BARCELONA	2.200318800	41.428997200	1	CL	RABASSA	43	BAIXOS	08024	BARCELONA	BARCELONA			
A08332348	1	CL	FONERIA	33	PLIND MATA ROCAFONDA	08304	MATARO	BARCELONA	2.451718250	41.546245400	5	PG	MATA ROCAFONDA CL FONERIA	33		08304	MATARO	BARCELONA			
A08336349	1	PG	ZONA FRANCA CRA CIRCUNVAL·LACIO TRAMO VI	S/N		08040	BARCELONA	BARCELONA	2.155406933	41.406889721	23	PG	ZONA FRANCA CRA CIRCUNVAL·LACIO TRAMO VI	s/n		08040	BARCELONA	BARCELONA	2.139413	41.363923	
A08338683	2	AV	VENTS S	9	ESC A P 3 PTA 4	08917	BADALONA	BARCELONA	2.238512000	41.457363300	1	CL	LLACUNA	166	1º AB	08018	BARCELONA	BARCELONA			
A08338683	2	AV	VENTS S	9	ESC A P 3 PTA 4	08917	BADALONA	BARCELONA	2.238512000	41.457363300	1	CL	SUISSA	35	PG MONTIGALA BATLLORIA	08917	BADALONA	BARCELONA			
A08352353	1	CL	ROSARI	29	, ENTLO 2	08017	BARCELONA	BARCELONA	2.130208300	41.396891600	1	CL	ROSARIO	29	ENTLO 2	08017	BARCELONA	BARCELONA			
A08354938	1	CL	DIPUTACIO	238		08007	BARCELONA	BARCELONA	2.164731000	41.388559000	1	CL	DIPUTACIO	244	0505	08007	BARCELONA	BARCELONA	2.165087	41.388823	1
A08359150	1	PG	CIRCUIT		PARCELA A	08160	MONTMELO	BARCELONA	2.251449510	41.557479680	6	CL	CAN TABOLA			08160	BARRI CAN TABOLA	BARCELONA	2.255389	41.559621	3
A08379182	2	AV	CAN AMAT	12	NAVE 7	08630	ABRERA	BARCELONA	1.897101100	41.506922100	1	AV	CAN AMAT	12	NAVE	08630	ABRERA	BARCELONA			
