REG_NUMBER	NUMBER_OF_BRANCHES	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	COORDINATE_X	COORDINATE_Y	PRECISION	BRANCH_STREET_TYPE	BRANCH_STREET_NAME	BRANCH_STREET_NUMBER	BRANCH_STREET_OTHER	BRANCH_ZIP_CODE	BRANCH_TOWN	BRANCH_PROVINCE	BRANCH_COORDINATE_X	BRANCH_COORDINATE_Y	BRANCH_PRECISION
B92022128	1	CL	BDA CHORRO LAS ANGOSTURAS	LAS	LAS ANGOSTURAS	29500	ALORA	MALAGA	-4.722990270	36.881775986	21	PD	ANGOSTURAS	s/n		29552	ALORA	MALAGA			
B92024660	1	LG	MOLINA	5	PARC 6 NAVES 3 4	29500	ALORA	MALAGA	-4.692951200	36.830241800	4	CL	ISAAC PERAL NAVES 3 4 5 PG IND MOLINA	s/n		29500	ALORA	MALAGA			
B92029719	1	CL	CORTIJO BACHILLER PTDO DE VIROTE	S/N		29500	ALORA	MALAGA	-4.691593330	36.838944571	22	KT	BACHILLER	s/n	PARTIDA DE VIROTE	29500	ALORA	MALAGA			
B92030659	2	CL	LINGUISTA MANUEL SECO	4	4º A	29016	MALAGA	MALAGA	-4.390119100	36.729992100	1	CL	BENET PONS I FABREGUES	4		07007	PALMA DE MALLORCA	ILLES BALEARS			
B92030659	2	CL	LINGUISTA MANUEL SECO	4	4º A	29016	MALAGA	MALAGA	-4.390119100	36.729992100	1	CL	OCA	57		28025	MADRID	MADRID			
B92031103	1	CL	P A S P URB LAS MEDRANAS	8	SAN PEDRO ALCANT	29670	MARBELLA	MALAGA	-4.931209048	36.523186570	23	AV	MARQUES DEL DUERO	71		29670	MARBELLA	MALAGA			
B92033836	1	CL	HOYO	35		29620	TORREMOLINOS	MALAGA	-4.499411500	36.627294500	5	CL	HOYO	35		29620	TORREMOLINOS	MALAGA			
B92043421	1	CL	RIO PADRON	22	2 F	29651	LAS LAGUNAS (MIJAS)	MALAGA	-4.648590860	36.540384630	5	CM	COIN	3	4 2 15	29640	FUENGIROLA	MALAGA	-4.629943	36.539828	1
B92045277	1	CL	SANCTI ESPIRITU	26		29006	MALAGA	MALAGA	-4.472866900	36.697599500	1	CL	SANTI ESPIRITU	26		29006	MALAGA	MALAGA			
B92046879	1	AV	MATIAS SAENZ DE TEJADA	6	2 A	29640	FUENGIROLA	MALAGA	-4.622941000	36.540987000	1	LG	LOMAS DEL FLAMENCO	3		29650	LAS LAGUNAS (MIJAS)	MALAGA	-4.718725	36.563099	5
B92049071	2	CL	COLON	9	4	29001	MALAGA	MALAGA	-4.422313000	36.731772000	1	AV	HYTASA	12		41006	SEVILLA	SEVILLA	-5.960294	37.370635	1
B92049071	2	CL	COLON	9	4	29001	MALAGA	MALAGA	-4.422313000	36.731772000	1	CL	TRINIDAD GRUND	4	5 5	29001	MALAGA	MALAGA	-4.421387	36.717369	1
B92050855	1	CR	CADIZ	S/N	KM 179 OFC 4	29660	MARBELLA	MALAGA	-4.880468424	36.510516803	21	CR	CADIZ	s/n	KM 179, CCIAL CASABLANCA, OFICINA 4	29600	MARBELLA	MALAGA			
B92051903	1	CL	STA BARBARA RIVER PLAYA 2	3	7 A	29640	FUENGIROLA	MALAGA	-4.614550210	36.558477730	6	CL	LEON XIII	13		23400	UBEDA	JAEN	-3.368877	38.022483	1
B92053081	2	CL	CARRASCO	20		29327	TEBA	MALAGA				CL	CARRASCO	20		29327	TEBA	MALAGA			
B92053081	2	CL	CARRASCO	20		29327	TEBA	MALAGA				LG	PARAJE LOS TOMILLOS	s/n		29327	TEBA	MALAGA			
B92063916	1	CL	DISEMINADO MONTE	1		29567	ALOZAINA	MALAGA	-4.865471637	36.736963520	22	CL	TALLERES	4		29567	ALOZAINA	MALAGA	-4.857512	36.726266	1
B92064518	1	AV	RAMON CAJAL RS SIESTA	42		29640	FUENGIROLA	MALAGA	-4.614550210	36.558477730	6	AV	RAMON Y CAJAL	42		29640	FUENGIROLA	MALAGA	-4.620184	36.544810	1
B92065721	3	PZ	ANDALUCIA	1	EDF LA TIERRA LO	29100	COIN	MALAGA	-4.754760000	36.658939200	21	AV	CONSTITUCION	1	LOC 1	29120	ALHAURIN EL GRANDE	MALAGA			
B92065721	3	PZ	ANDALUCIA	1	EDF LA TIERRA LO	29100	COIN	MALAGA	-4.754760000	36.658939200	21	CL	JORGE GUILLEN	4	LOCAL	29570	CARTAMA	MALAGA			
B92065721	3	PZ	ANDALUCIA	1	EDF LA TIERRA LO	29100	COIN	MALAGA	-4.754760000	36.658939200	21	PZ	AL ANDALUS	s/n	ED  TIERRA 1 LOCAL	29100	COIN	MALAGA			
B92071828	1	CL	SAN JUAN	19		29680	ESTEPONA	MALAGA	-5.149786000	36.426731000	1	CM	PADRE CURA	23	7	29680	ESTEPONA	MALAGA	-5.152437	36.422922	1
B92095330	1	AV	CARMEN	9	OF 27	29680	ESTEPONA	MALAGA	-5.156787000	36.417358000	1	AV	ESPAÑA	27	EDIFICIO PUERTOSOL	29680	ESTEPONA	MALAGA	-5.146163	36.423957	1
B92101583	2	CL	PAJARITOS	25		29009	MALAGA	MALAGA	-4.434921600	36.725223900	1	AV	ANDALUCIA	29		29006	MALAGA	MALAGA			
B92101583	2	CL	PAJARITOS	25		29009	MALAGA	MALAGA	-4.434921600	36.725223900	1	CL	PAJARITOS	25		29009	MALAGA	MALAGA			
B92103944	1	UR	LOS LIMONEROS	25		29660	NUEVA ANDALUCIA	MALAGA	-4.969029900	36.518783180	5	CL	SAN ANDRES	9		29670	SAN PEDRO ALCANTARA	MALAGA	-4.987982	36.483733	1
B92109529	1	CL	LA OROTAVA	44		29006	MALAGA	MALAGA	-4.476651000	36.701418000	1	CL	LA OROTAVA	42		29006	MALAGA	MALAGA	-4.476706	36.701949	1
B92113018	2	PZ	VICTORIA	20	3 DRCH	29012	MALAGA	MALAGA	-4.413604600	36.726662100	1	AV	LUIS BUÑUEL	14	CENTRO CIAL ROSALEDA LC B 49	29009	MALAGA	MALAGA			
B92113018	2	PZ	VICTORIA	20	3 DRCH	29012	MALAGA	MALAGA	-4.413604600	36.726662100	1	PZ	VICTORIA	20	3 DCHA	29012	MALAGA	MALAGA			
B92113398	1	CL	AVILA	5	2 C	29670	SAN PEDRO ALCANTARA	MALAGA	-4.992746620	36.481930310	5	UR	GUADALCANTARA CL PALENCIA	5	1 2 C	29670	MARBELLA	MALAGA	-4.994644	36.486927	6
B92114388	1	CL	NARANJOS DEL LAGAREJO	6		29651	MIJAS	MALAGA	-4.628396600	36.555218400	1	CL	YUNQUERA	4	2 B CENTRO DE NEGOCIOS MB	29651	MIJAS	MALAGA	-4.631983	36.546290	
B92115658	2	CL	PLIND ERMITA BRONCE	7		29660	MARBELLA	MALAGA	-4.931209048	36.523186570	23	AV	DE MIJAS	s/n	EDF SERRANO LOCAL 4 ESQ CL YUNQUERA	29651	MIJAS	MALAGA	-4.630385	36.549443	7
B92115658	2	CL	PLIND ERMITA BRONCE	7		29660	MARBELLA	MALAGA	-4.931209048	36.523186570	23	CL	BRONCE	7	POLG IND LA ERMITA	29603	MARBELLA	MALAGA	-4.865764	36.509676	1
B92116276	1	AV	ANDERSEN	50		29190	MALAGA	MALAGA	-4.483066900	36.736541900	1	CM	DE LA ALMENDRERA	s/n	GRANJA LOS VILLARES	29570	CARTAMA	MALAGA			22
B92116490	1	CL	ROSSINI	1	URB. SIERRA BLANCA	29602	MARBELLA	MALAGA	-4.916029200	36.523303200	2	UR	OASIS DE NAGUELES CASA	47		29602	MARBELLA	MALAGA			
B92116912	1	CL	VALENTUÑANA	2	3	29601	MARBELLA	MALAGA	-4.888928000	36.510319000	1	UR	LA PAVONA REAL	17		29600	MARBELLA	MALAGA	-4.899496	36.516688	5
B92117118	1	LG	JO VILLALOBOS	20		29730	RINCON DE LA VICTORIA	MALAGA	-4.246127900	36.743356700	21	CL	URUGUAY	15		29017	MALAGA	MALAGA	-4.360154	36.722064	
B92118355	1	PZ	MAYOR	11	12	29630	ARROYO DE LA MIEL-BENALMADENA COSTA	MALAGA	-4.562689000	36.586272000	1	CL	CIUDAD DE MELILLA	11		29631	ARROYO DE LA MIEL-BENALMADENA COSTA	MALAGA	-4.533222	36.596745	1
B92123173	1	CL	BAJA	28		29530	ALAMEDA	MALAGA	-4.658740000	37.208986000	1	CL	AMARGUILLA	3		29530	ALAMEDA	MALAGA	-4.656614	37.212178	5
B92124189	3	UR	NORIA FASE	4	4 A	29691	MANILVA	MALAGA	-5.259290640	36.350944790	6	CJ	RESIDENCIAL LA NORIA FASE III	4	BLOQUE 10 4 A	29692	SAN LUIS DE SABINILLAS	MALAGA	-5.227567	36.370658	5
B92124189	3	UR	NORIA FASE	4	4 A	29691	MANILVA	MALAGA	-5.259290640	36.350944790	6	CL	MIGUEL DELIBES	2	LOCAL 4	29692	SAN LUIS DE SABINILLAS	MALAGA	-5.226892	36.366976	1
B92124189	3	UR	NORIA FASE	4	4 A	29691	MANILVA	MALAGA	-5.259290640	36.350944790	6	UR	NORIA FASE 4	10	4 A	29691	MANILVA	MALAGA	-5.259291	36.350945	6
B92124486	1	CL	RES MARINA BANUS	2	FASE LC 8 B	29660	MARBELLA	MALAGA	-4.968296590	36.508705210	6	LG	MARINA BANUS	2	FASE	29660	NUEVA ANDALUCIA	MALAGA	-4.958423	36.489158	5
B92124635	1	CL	SAN RAFAEL	32	2 7	29640	FUENGIROLA	MALAGA	-4.625066000	36.538211000	1	CL	SAN PANCRACIO	12	4	29640	FUENGIROLA	MALAGA	-4.624374	36.540057	1
B92133925	2	CL	FLAUTA MAGICA (P I ALAMEDA)	9	2	29006	MALAGA	MALAGA	-4.467306600	36.707904100	15	AV	JOSE ORTEGA Y GASSET	210	2 OF 19	29006	MALAGA	MALAGA			
B92133925	2	CL	FLAUTA MAGICA (P I ALAMEDA)	9	2	29006	MALAGA	MALAGA	-4.467306600	36.707904100	15	CL	LA FLAUTA MAGICA	9	NV 2 AHORA 3A POLG I	29006	MALAGA	MALAGA			
B92161421	1	CL	PUERTO	14	2 - OF. 7	29016	MALAGA	MALAGA	-4.408233800	36.720061200	1	CL	RONDA	9		29591	MALAGA	MALAGA			
B92172923	1	LG	MIRADOR STA. MARIA GOLF	13	EDIFICIO PATIOS	29604	ELVIRIA	MALAGA	-4.777062860	36.517657170	5	UR	ELVIRIA PATIOS	13		29600	MARBELLA	MALAGA	-4.875993	36.514100	9
B92174804	1	AV	JOAN MIRO	41	2 D	29620	TORREMOLINOS	MALAGA	-4.504511000	36.622458000	1	CL	DOCTOR JIMENEZ ENCINA	7	2 D	29620	TORREMOLINOS	MALAGA	-4.503844	36.621529	1
B92174820	1	AV	JUAN GOMEZ JUANITO	21	3 03	29640	FUENGIROLA	MALAGA	-4.625809000	36.539244000	1	CL	SALVADOR RODRIGUEZ NAVAS	1	L 9 BAJO	29640	FUENGIROLA	MALAGA	-4.623649	36.539057	1
B92179159	1	CL	FRIGILIANA	43		29003	MALAGA	MALAGA	-4.443315000	36.695436000	3	CL	FRIGILIANA	41		29003	MALAGA	MALAGA	-4.443315	36.695436	1
B92180124	1	PZ	ERMITA	17		29780	NERJA	MALAGA	-3.878213900	36.748981100	1	CL	PZ ERMITA 17	s/n		29780	NERJA	MALAGA			
B92183540	1	PS	CERRADO DE CALDERON	18	P EDF MERCURIO	29018	MALAGA	MALAGA				PS	PS CERRADO DE CALDERON 18 P EDF MERCURIO	s/n		29018	MALAGA	MALAGA			
B92189877	1	CL	ALONSO DE BAZAN	6	EDIFICIO DELFIN, OFICINA 8	29602	MARBELLA	MALAGA	-4.889911000	36.509803300	1	CL	CL RAMON GOMEZ DE LA SERNA 5 OFICINA 5º	s/n		29602	MARBELLA	MALAGA			
B92195809	1	CL	JOSE CALDERON	160		29590	CAMPANILLAS	MALAGA	-4.543966000	36.727363000	1	CL	JOSE FERNANDO CARVAJAL	5		29590	CAMPANILLAS	MALAGA	-4.544862	36.727351	1
B92196799	1	CL	SAN ROQUE	10	1	29680	ESTEPONA	MALAGA	-5.149202000	36.422542000	1	PZ	MIGUEL ANGEL LOREN MENDEZ	8	EDIFICIO MIGUEL AN	29680	ESTEPONA	MALAGA	-5.150744	36.423071	1
B92197813	1	UR	ESTEPONA MARINA BAY	1	14	29680	ESTEPONA	MALAGA	-5.139450240	36.469884950	6	UR	MARINA BAY			29680	ESTEPONA	MALAGA	-5.139450	36.469885	6
B92200138	1	CL	JUAN ANTONIO TERCERO	1	LO	29011	MALAGA	MALAGA	-4.440674500	36.729196300	1	CL	ATARAZANAS	7		29005	MALAGA	MALAGA			
B92203686	1	CL	PIEDRAS	12	BJ	29120	ALHAURIN EL GRANDE	MALAGA	-4.689822400	36.644309600	1	CL	CL PIEDRAS 12 BJ	s/n		29120	ALHAURIN EL GRANDE	MALAGA			
B92207398	1	CL	CAPITULACIONES	9	EDIFICIO EUROCE	29620	TORREMOLINOS	MALAGA	-4.512990000	36.608848000	1	CL	CAPITULACIONES	1	EDIFICIO EUROC 9 B	29620	TORREMOLINOS	MALAGA	-4.512410	36.609495	1
B92209097	1	CL	BEATAS	3	2 A	29008	MALAGA	MALAGA	-4.420384400	36.723668200	1	CL	VICTORIA	8	1 IZQ	29012	MALAGA	MALAGA			
B92216290	1	CL	FERNANDO SOR	2	2	29590	HUERTECILLA DE MAÑAS	MALAGA	-4.519335000	36.713366000	1	UR	CORTIJO MAR		F	29680	ESTEPONA	MALAGA	-5.139450	36.469885	6
B92222371	1	CL	AZUCARERA	7	EDIFICIO TORRES	29740	TORRE DEL MAR	MALAGA	-4.091893000	36.746636000	1	CL	AZUCARERA	10		29740	TORRE DEL MAR	MALAGA	-4.090234	36.744966	1
B92246446	1	CL	SAN PABLO	15		29130	ALHAURIN DE LA TORRE	MALAGA	-4.561765400	36.660996600	5	CL	SAN PABLO	15		29130	ALHAURIN DE LA TORRE	MALAGA			
B92253749	2	UR	ELVIRIA	S/N	NAVE 22	29604	MARBELLA	MALAGA	-4.773490100	36.499522600	7	PG	ELVIRIA	s/n	NAVE 22	29600	MARBELLA	MALAGA			
B92253749	2	UR	ELVIRIA	S/N	NAVE 22	29604	MARBELLA	MALAGA	-4.773490100	36.499522600	7	UR	HACIENDA LAS CHAPAS	s/n	AVDA 252	29600	MARBELLA	MALAGA			
B92264647	1	CL	MARTINEZ DE LA ROSA	149		29010	MALAGA	MALAGA	-4.441405700	36.727263600	1	CL	MARTINEZ DE LA ROSA	149		29010	MALAGA	MALAGA			
B92271667	2	AV	MEDITERRANEO	4	EDF MARBELLA	29730	RINCON DE LA VICTORIA	MALAGA	-4.291678100	36.715360100	1	AV	ARROYO TOTALAN CENTRO COMERCIAL LA CALA	s/n		29720	RINCON DE LA VICTORIA	MALAGA			
B92271667	2	AV	MEDITERRANEO	4	EDF MARBELLA	29730	RINCON DE LA VICTORIA	MALAGA	-4.291678100	36.715360100	1	AV	DEL MEDITERRANEO	4	EDF MARBELLA	29730	RINCON DE LA VICTORIA	MALAGA			
B92280486	1	CL	CMJO MIMOSAS CR CADIZ	200	3 21	29650	MIJAS	MALAGA	-4.680318230	36.508593290	6	CJ	MIMOSAS CR CADIZ	200		29649	MIJAS	MALAGA	-4.686050	36.567959	6
B92293323	1	CR	CADIZ	175		29670	MARBELLA	MALAGA	-4.928945980	36.525862840	5	UR	RIO VERDE		EDIFICIO ERIMESA	29600	MARBELLA	MALAGA	-4.875993	36.514100	9
B92295609	1	CL	CAMPOS ELISEOS	16	8 B	29016	MALAGA	MALAGA	-4.412170000	36.721544000	1	CL	CARVAJAL	16	8 B	29640	FUENGIROLA	MALAGA	-4.601789	36.564520	1
B92338268	1	CL	NOTARIO LUIS OLIVER	15		29602	MARBELLA	MALAGA				CL	NOTARIO LUIS OLIVER	15	BAJO	29600	MARBELLA	MALAGA			
B92353754	1	CL	OBISPO MANUEL DE SANTO TOMAS	5		29013	MALAGA	MALAGA	-4.411005600	36.742380300	1	CL	OBISPO MANUEL DE SANTO TOMAS	5		29013	MALAGA	MALAGA	-4.411031	36.742346	
B92389824	1	CL	JACOB	16	BARRIADA DE CAMPANILLAS	29590	MALAGA	MALAGA	-4.548311200	36.728734600	1	CL	JACOB	16	BARRIADA DE CAMPANILLAS	29590	MALAGA	MALAGA			
B92420017	3	CM	PINILLO	9	PTL 3 BAJO A	29620	TORREMOLINOS	MALAGA	-4.510654600	36.615221300	1	CL	COMEDIAS	14	1	29008	MALAGA	MALAGA			1
B92420017	3	CM	PINILLO	9	PTL 3 BAJO A	29620	TORREMOLINOS	MALAGA	-4.510654600	36.615221300	1	CL	FUENSALUD	10		29631	BENALMADENA	MALAGA	-4.522700	36.603235	1
B92420017	3	CM	PINILLO	9	PTL 3 BAJO A	29620	TORREMOLINOS	MALAGA	-4.510654600	36.615221300	1	PS	MARITIMO DE LOS ALAMOS	s/n		29620	TORREMOLINOS	MALAGA	-4.506124	36.622732	22
B92441666	1	CL	STRACHAN	1	1 AB	29015	MALAGA	MALAGA	-4.421432000	36.719821000	1	CL	SALITRE	4	4 AB	29002	MALAGA	MALAGA	-4.426761	36.714294	1
B92459155	2	CM	DEL PRADO	S/N	URB PARQUE BENALMADENA BL	29639	BENALMADENA	MALAGA	-4.530451556	36.594736578	21	CL	CM DEL PRADO S/N URB PARQUE BENALMADENA	s/n	VIV	29631	BENALMADENA	MALAGA			
B92459155	2	CM	DEL PRADO	S/N	URB PARQUE BENALMADENA BL	29639	BENALMADENA	MALAGA	-4.530451556	36.594736578	21	CL	RIBEIRO,  PG IND LA LEALA,  ARROYO DE LA MIEL	1	BAJO INTERIOR 3	29631	BENALMADENA	MALAGA			
B92468321	1	CC	PINARES DE ELVIRIA O LOCAL	1		29604	MARBELLA	MALAGA	-4.777387100	36.495662300	15	CM	CIAL PINARES ELVIRIA	13		29600	MARBELLA	MALAGA			
B92469741	1	LG	SECTOR LA COJA	S/N		29679	BENAHAVIS	MALAGA	-5.043384000	36.560828600	21	CL	LA COJA	s/n		29679	BENAHAVIS	MALAGA			
B92500396	2	CL	PINTOR NAVARRO MARTIN	3	BAJO	29007	MALAGA	MALAGA	-4.433805100	36.720677300	1	CL	VALLE NIZA	36	POLG IND SANTA TERESA	29004	MALAGA	MALAGA			
B92500396	2	CL	PINTOR NAVARRO MARTIN	3	BAJO	29007	MALAGA	MALAGA	-4.433805100	36.720677300	1	PZ	APAREJADOR FEDERICO BERMUDEZ	6		29010	MALAGA	MALAGA			
B92539725	1	CL	MARGARITA	5		29651	LAS LAGUNAS (MIJAS)	MALAGA	-4.637028000	36.539397000	1	CL	RIO BENAMARGOSA	3	LOCAL 10	29651	LAS LAGUNAS (MIJAS)	MALAGA	-4.642093	36.538173	1
B92595115	2	CL	JARDINES DE SABINILLAS PTL	5	LO 1 B SAN LUI	29691	MANILVA	MALAGA	-5.241398000	36.339937000	13	AV	ESPAÑA	s/n	BLOQUE 3 LOCAL 2	29691	MANILVA	MALAGA			
B92595115	2	CL	JARDINES DE SABINILLAS PTL	5	LO 1 B SAN LUI	29691	MANILVA	MALAGA	-5.241398000	36.339937000	13	CL	JARDINES DE SABINILLAS	s/n	PTL 5 LO 1 B S	29691	MANILVA	MALAGA			
B92598077	1	CM	MICAL			29716	CANILLAS DE ACEITUNO	MALAGA	-4.092565620	36.873695430	5	CL	CAMINO DEL NICAR			29716	CANILLAS DE ACEITUNO	MALAGA	-4.085612	36.875490	3
B92604107	1	CL	ACUARIO	11	BAJO	29740	TORRE DEL MAR	MALAGA	-4.090030000	36.747951000	1	CL	VELEZ	2		29792	IZNATE	MALAGA	-4.183645	36.776151	1
B92604941	1	CL	VOLANDERA-PLG IND LA CALA	1		29649	LA CALA (MIJAS)	MALAGA	-4.689043980	36.518415430	5	CL	CASARABONELA		1 24	29640	FUENGIROLA	MALAGA	-4.614550	36.558478	6
B92605781	1	CL	ARCHIDONA	56	PLIND LA VEGA, MIJ	29651	MIJAS	MALAGA	-4.644935400	36.533888800	1	CL	WENCESLAO FERNANDEZ FLORES	2	1	29640	FUENGIROLA	MALAGA			
B92627728	1	CR	AUTOVIA A-7	159		29680	ESTEPONA	MALAGA	-5.139450240	36.469884950	6	CR	NACIONAL 340 H KEMPINSKI			29680	ESTEPONA	MALAGA	-5.139450	36.469885	6
B92638410	3	CR	NACIONAL 260	S/N	KM 104 PARCEL LA 9, NAU 2	17860	SANT JOAN DE LES ABADESSES	GIRONA	2.302000367	42.240040943	22	CL	JOAN MIRO 1 PG ELS PINTORS	1		17500	RIPOLL	GIRONA			
B92638410	3	CR	NACIONAL 260	S/N	KM 104 PARCEL LA 9, NAU 2	17860	SANT JOAN DE LES ABADESSES	GIRONA	2.302000367	42.240040943	22	CR	NACIONAL 260 KM	s/n	PARCELA 9, NAVE 2	17860	SANT JOAN DE LES ABADESSES	GIRONA			
B92638410	3	CR	NACIONAL 260	S/N	KM 104 PARCEL LA 9, NAU 2	17860	SANT JOAN DE LES ABADESSES	GIRONA	2.302000367	42.240040943	22	PG	IND. MAS DEN BOSCH	s/n	PARCELA 5	17500	RIPOLL	GIRONA			
B92728351	1	TR	CARLOS MACKINTOSH	3	EDIFICIO PUERTA MAR A 5	29602	MARBELLA	MALAGA	-4.885676000	36.508378000	1	CL	SANTA ANA (URB LA MERCED)	17		29602	MARBELLA	MALAGA	-4.902423	36.512421	1
B92756964	1	CL	TRINIDAD GRUND	21	5 71	29001	MALAGA	MALAGA	-4.423123000	36.716781000	1	CL	GRAHAM BELL	3		29580	ESTACION (CARTAMA)	MALAGA	-4.614655	36.733618	3
B92757517	2	CL	PROL DE LA ALAMEDA	S/N		29530	ALAMEDA	MALAGA				AV	SIMON BOLIVAR	s/n		29011	MALAGA	MALAGA			
B92757517	2	CL	PROL DE LA ALAMEDA	S/N		29530	ALAMEDA	MALAGA				PR	DE LA ALAMEDA	s/n		29007	MALAGA	MALAGA			
B95000394	1	CL	AMISTAD	7	00	48001	BILBAO	VIZCAYA	-2.925429000	43.261498000	1	AV	MADARIAGA	1	6 2	48014	BILBAO	VIZCAYA	-2.943988	43.271162	1
B95000873	1	AV	SABINO ARANA	18	E PARQUE DE ACTIVIDADES EMP	48013	BILBAO	BIZKAIA	-2.946594000	43.262623000	12	PG	IBARRABARRI	s/n	MOD E-6	48940	LEIOA	BIZKAIA			
B95002143	1	CL	JOSE MARIA OLABARRI	6		48001	BILBAO	BIZKAIA	-2.928800000	43.261100000	13	CL	JOSE MARIA OLABARRI	6	2º DPTO 24	48001	BILBAO	BIZKAIA			
B95004164	1	CL	SANTILLANDI	36	URB. MONTE BERRIAGA BA	48100	MUNGIA	BIZKAIA	-2.851706000	43.324401000	13	CL	SANTILLANDI	36		48100	MUNGIA	BIZKAIA			13
B95006995	1	CL	MAYOR	5		48930	GETXO	BIZKAIA	-3.015504000	43.324466000	12	CL	MAYOR	15	BJ AREETA	48930	GETXO	BIZKAIA			
B95008546	1	CL	ERMENDERU	3		48360	MUNDAKA	BIZKAIA				CL	GOIKO KALEA	38	BJ	48360	MUNDAKA	BIZKAIA			
B95012340	2	CL	KALAMUA	8	LO C 5	48004	BILBAO	VIZCAYA	-2.914109000	43.250747000	1	CL	MADALEN ERROTA	3	LOIZ	48480	ARRIGORRIAGA	VIZCAYA	-2.888024	43.207079	1
B95012340	2	CL	KALAMUA	8	LO C 5	48004	BILBAO	VIZCAYA	-2.914109000	43.250747000	1	PZ	CIRCULAR	2		48008	BILBAO	VIZCAYA	-2.927314	43.261067	1
B95018313	1	BO	SANTIMAMI AUZOA	24	B	48170	UGALDEGUREN (SANTIMAMI) (ZAMUDIO)	VIZCAYA	-2.865690710	43.289549980	5	BO	SANTIMAMI AUZOA	19		48170	UGALDEGUREN (SANTIMAMI) (ZAMUDIO)	VIZCAYA	-2.865691	43.289550	5
B95029716	1	CL	LOPEZ DE HARO D  DIEGO	89	5	48011	BILBAO	VIZCAYA	-2.944757000	43.265048000	1	CL	HURTADO DE AMEZAGA	27	U 061 F	48008	BILBAO	VIZCAYA	-2.933775	43.257478	1
B95030557	1	CL	ALDAPA	4	L	48990	ANDRA MARI (GETXO)	VIZCAYA	-3.005868000	43.355449000	1	CL	ALDAPA	13	BAJO 4	48991	ANDRA MARI (GETXO)	VIZCAYA	-3.005411	43.355467	1
B95030847	1	PZ	ALFREDO KRAUS	4	BJ	48002	BILBAO	BIZKAIA	-2.947412000	43.254624000	12	PZ	ALFREDO KRAUS	4	BJ	48001	BILBAO	BIZKAIA			
B95032694	1	CL	MATARO	28		08403	GRANOLLERS	BARCELONA	2.279668000	41.610732100	1	PS	DE GRACIA	9		08007	BARCELONA	BARCELONA			
B95041075	1	PS	LOS FUEROS	3	1 A	48901	SAN VICENTE DE BARAKALDO	VIZCAYA	-2.986521000	43.296370000	1	CL	IBAIONDO	11		48930	LAS ARENAS -AREETA	VIZCAYA	-3.009196	43.327589	1
B95041604	1	CL	JUAN DE AJURIAGUERRA	19	OFICINAS, PISO 2º, DE	48009	BILBAO	BIZKAIA	-2.935663000	43.266255000	12	CL	ABANDOIBARRA	4	PALACIO EUSKALDUNA	48011	BILBAO	BIZKAIA	-2.944050	43.266403	
B95043675	1	CL	LARRAZABAL	4		48970	BASAURI	BIZKAIA	-2.891036000	43.240148000	12	CL	LARRAZABAL	4		48970	BASAURI	BIZKAIA			
B95051041	1	CL	ANDRA MARI	22	BJ	48200	DURANGO	BIZKAIA	-2.630079200	43.167818300	12	CL	ANDRA MARI	22	BAJO	48200	DURANGO	BIZKAIA			
B95054607	1	PG	UGALDECUREN PRC	5	4 PABELLON B 8	48160	DERIO	BIZKAIA	-2.883876369	43.302770186	22	PG	INDUSTRIAL UGALDEGUREN	5	IV PABELLON 8, PARELA 5	48160	DERIO	BIZKAIA			
B95060554	1	CL	GARDOQUI CARDENAL	1	4	48008	BILBAO	VIZCAYA	-2.930740000	43.260790000	1	AL	RECALDE	35	1 IZQUIERDA	48011	BILBAO	VIZCAYA	-2.935372	43.261810	1
B95065553	1	TR	ZUATZAURREKO ZEHARKALEA	4	BAJO	48960	KURTZEA	VIZCAYA	-2.851781000	43.233116000	1	CL	JOXE MIGUEL BARANDIARAN	10		48960	KURTZEA	VIZCAYA	-2.845116	43.229487	1
B95067054	2	CL	PABLO PICASSO	5	BAJO	48902	BARAKALDO	BIZKAIA	-2.989097900	43.292519600	15	CL	HERRIKO PLAZA	6	4º IZ	48900	BARAKALDO	BIZKAIA			
B95067054	2	CL	PABLO PICASSO	5	BAJO	48902	BARAKALDO	BIZKAIA	-2.989097900	43.292519600	15	PZ	PABLO PICASSO	5	BAJO	48902	BARAKALDO	BIZKAIA			
B95069175	1	CL	BARRAINCUA	9	6º B	48009	BILBAO	BIZKAIA	-2.933980000	43.266434000	12	CL	IBAÑEZ DE BILBAO	8	LONJA	48001	BILBAO	BIZKAIA			
B95070710	1	CL	RIBERA DE AXPE	49	PABELLON 8 B	48950	ERANDIO	BIZKAIA	-2.987906500	43.315107850	21	CL	RIBERA DE AXPE ETORBIDEA	49	PAB 8 B	48950	ERANDIO	BIZKAIA			
B95072971	1	CL	BARROETA ALDAMAR	4	3º	48001	BILBAO	BIZKAIA	-2.926154000	43.263403000	12	CL	BARROETA ALDAMAR	4	3º DEPARTAMENTO 32	48001	BILBAO	BIZKAIA			
B95073052	1	BO	MENDIETA	26	C	48330	MENDIETA (LEMOA)	VIZCAYA	-2.793080000	43.209820000	1	CL	OIÑITURRI KALEA	4	2 C	48200	DURANGO	VIZCAYA	-2.635354	43.168461	1
B95073144	1	BO	MENDIETA	26	C	48330	MENDIETA (LEMOA)	VIZCAYA	-2.793080000	43.209820000	1	CL	JUAN DE AJURIAGERRA	1	1 C	48330	INTZUNTZA	VIZCAYA	-2.779158	43.209371	1
