REG_NUMBER	BALANCE_SHEET_YEAR	BALANCE_SHEET_ITEM	BALANCE_SHEET_ITEM_VALUE
A02062602	2017	10000	5522659.58
A02062602	2017	11000	5482684.68
A02062602	2017	11200	571411.65
A02062602	2017	11400	2616285.46
A02062602	2017	11500	2196403.16
A02062602	2017	11600	98584.41
A02062602	2017	12000	39974.9
A02062602	2017	12300	34357.6
A02062602	2017	12390	34357.6
A02062602	2017	12700	5617.3
A02062602	2017	20000	1195767.37
A02062602	2017	21000	1195767.37
A02062602	2017	21100	120199.99
A02062602	2017	21110	120199.99
A02062602	2017	21300	1667921.42
A02062602	2017	21500	-415695.96
A02062602	2017	21700	-176658.08
A02062602	2017	30000	5522659.58
A02062602	2017	31000	4320832.22
A02062602	2017	31200	4320832.22
A02062602	2017	31220	1541352.48
A02062602	2017	31290	2779479.74
A02062602	2017	32000	6059.99
A02062602	2017	32500	6059.99
A02062602	2017	32590	6059.99
A02062602	2017	40600	-28101.32
A02062602	2017	40700	-117891.32
A02062602	2017	41400	-0.07
A02062602	2017	41490	-0.07
A02062602	2017	41500	-30665.37
A02062602	2017	49100	-145992.64
A02062602	2017	49200	-30665.44
A02062602	2017	49300	-176658.08
A02062602	2017	49500	-176658.08
A02062602	2017	91000	-176658.08
A02062602	2017	94705	30
A02070233	2025	10000	1495725.01
A02070233	2025	11000	1223778.59
A02070233	2025	11200	833759.05
A02070233	2025	11500	390019.54
A02070233	2025	12000	271946.42
A02070233	2025	12300	8318
A02070233	2025	12380	8318
A02070233	2025	12382	8318
A02070233	2025	12500	18000
A02070233	2025	12700	245628.42
A02070233	2025	20000	1449467.82
A02070233	2025	21000	1449467.82
A02070233	2025	21100	150253.03
A02070233	2025	21110	150253.03
A02070233	2025	21300	1222737.31
A02070233	2025	21700	76477.48
A02070233	2025	30000	1495725.01
A02070233	2025	31000	36000
A02070233	2025	31200	36000
A02070233	2025	31290	36000
A02070233	2025	32000	10257.19
A02070233	2025	32500	10257.19
A02070233	2025	32590	10257.19
A02070233	2025	40500	142649.05
A02070233	2025	40700	-34157.27
A02070233	2025	40800	-9267.59
A02070233	2025	41300	146.17
A02070233	2025	41400	4698.5
A02070233	2025	41490	4698.5
A02070233	2025	41900	-27591.38
A02070233	2025	49100	99370.36
A02070233	2025	49200	4698.5
A02070233	2025	49300	104068.86
A02070233	2025	49500	76477.48
A02070233	2025	91000	76477.48
A02070233	2025	91004	76477.48
A02070233	2025	91009	76477.48
A02070233	2025	91012	76477.48
A02070233	2025	94705	1
A02102044	2017	10000	1123641.85
A02102044	2017	11000	390650.44
A02102044	2017	11200	390040.44
A02102044	2017	11500	610
A02102044	2017	12000	732991.41
A02102044	2017	12200	275101
A02102044	2017	12300	27317.66
A02102044	2017	12380	3677.71
A02102044	2017	12382	3677.71
A02102044	2017	12390	23639.95
A02102044	2017	12500	400000
A02102044	2017	12700	30572.75
A02102044	2017	20000	1053440.65
A02102044	2017	21000	1053440.65
A02102044	2017	21100	360660
A02102044	2017	21110	360660
A02102044	2017	21300	80023.26
A02102044	2017	21700	612757.39
A02102044	2017	30000	1123641.85
A02102044	2017	31000	35088.21
A02102044	2017	31200	35088.21
A02102044	2017	31220	35088.21
A02102044	2017	32000	35112.99
A02102044	2017	32500	35112.99
A02102044	2017	32580	30498.47
A02102044	2017	32582	30498.47
A02102044	2017	32590	4614.52
A02102044	2017	40100	24461.58
A02102044	2017	40400	115302.06
A02102044	2017	40500	23528.63
A02102044	2017	40600	-16635.17
A02102044	2017	40700	-103077.9
A02102044	2017	40800	-11903.38
A02102044	2017	41400	3011.04
A02102044	2017	41490	3011.04
A02102044	2017	41500	-6406.46
A02102044	2017	41800	591547.09
A02102044	2017	41900	-7070.1
A02102044	2017	49100	31675.82
A02102044	2017	49200	588151.67
A02102044	2017	49300	619827.49
A02102044	2017	49500	612757.39
A02102044	2017	91000	612757.39
A02102044	2017	91004	612757.39
A02102044	2017	91008	212757.39
A02102044	2017	91009	400000
A02102044	2017	91012	612757.39
A02102044	2017	94705	28
A02151868	2025	10000	210965.82
A02151868	2025	11000	52099.48
A02151868	2025	11200	50220.26
A02151868	2025	11500	1879.22
A02151868	2025	12000	158866.34
A02151868	2025	12300	3254.15
A02151868	2025	12380	2951.96
A02151868	2025	12382	2951.96
A02151868	2025	12390	302.19
A02151868	2025	12700	155612.19
A02151868	2025	20000	207705.96
A02151868	2025	21000	207705.96
A02151868	2025	21100	27025.3
A02151868	2025	21110	60101.21
A02151868	2025	21120	-33075.91
A02151868	2025	21300	87392.42
A02151868	2025	21500	84198.02
A02151868	2025	21700	9090.22
A02151868	2025	30000	210965.82
A02151868	2025	32000	3259.86
A02151868	2025	32300	2400
A02151868	2025	32390	2400
A02151868	2025	32500	859.86
A02151868	2025	32590	859.86
A02151868	2025	40100	17537.95
A02151868	2025	40700	-2227.48
A02151868	2025	40800	-3210.46
A02151868	2025	41300	20.28
A02151868	2025	41900	-3030.07
A02151868	2025	49100	12120.29
A02151868	2025	49300	12120.29
A02151868	2025	49500	9090.22
A02151868	2025	91000	9090.22
A02151868	2025	91004	9090.22
A02151868	2025	91008	9090.22
A02151868	2025	91012	9090.22
A02151868	2025	94705	10
A02157808	2025	10000	314413.82
A02157808	2025	11000	113938.98
A02157808	2025	11200	2833.75
A02157808	2025	11500	111105.23
A02157808	2025	12000	200474.84
A02157808	2025	12200	1086
A02157808	2025	12300	23949.56
A02157808	2025	12380	23949.56
A02157808	2025	12382	23949.56
A02157808	2025	12500	26277.99
A02157808	2025	12700	149161.29
A02157808	2025	20000	191095.53
A02157808	2025	21000	191095.53
A02157808	2025	21100	60101.21
A02157808	2025	21110	60101.21
A02157808	2025	21300	95249.01
A02157808	2025	21700	35745.31
A02157808	2025	30000	314413.82
A02157808	2025	31000	3707.94
A02157808	2025	31400	3707.94
A02157808	2025	32000	119610.35
A02157808	2025	32300	2803.17
A02157808	2025	32390	2803.17
A02157808	2025	32500	106357.18
A02157808	2025	32580	16950
A02157808	2025	32582	16950
A02157808	2025	32590	89407.18
A02157808	2025	32600	10450
A02157808	2025	40100	641810.31
A02157808	2025	40400	-251575.52
A02157808	2025	40500	493.21
A02157808	2025	40600	-259602.34
A02157808	2025	40700	-84169.52
A02157808	2025	40800	-2403.96
A02157808	2025	41100	-44.8
A02157808	2025	41400	1600.32
A02157808	2025	41490	1600.32
A02157808	2025	41900	-10362.39
A02157808	2025	49100	44507.38
A02157808	2025	49200	1600.32
A02157808	2025	49300	46107.7
A02157808	2025	49500	35745.31
A02157808	2025	91000	35745.31
A02157808	2025	91004	35745.31
A02157808	2025	91007	6252.65
A02157808	2025	91008	7892.66
A02157808	2025	91009	21600
A02157808	2025	91012	35745.31
A02157808	2025	94705	14
A02182715	2024	10000	633598.2
A02182715	2024	12000	633598.2
A02182715	2024	12300	5078.02
A02182715	2024	12390	5078.02
A02182715	2024	12700	628520.18
A02182715	2024	20000	632724.84
A02182715	2024	21000	632724.84
A02182715	2024	21100	939141.3
A02182715	2024	21110	939141.3
A02182715	2024	21300	93914.13
A02182715	2024	21500	-273871.81
A02182715	2024	21700	-126458.78
A02182715	2024	30000	633598.2
A02182715	2024	32000	873.36
A02182715	2024	32500	873.36
A02182715	2024	32590	873.36
A02182715	2024	40100	530920
A02182715	2024	40200	-493000
A02182715	2024	40700	-164378.78
A02182715	2024	49100	-126458.78
A02182715	2024	49300	-126458.78
A02182715	2024	49500	-126458.78
A02182715	2024	94705	1
A02198232	2017	10000	41378.38
A02198232	2017	11000	26263.33
A02198232	2017	11200	1198.92
A02198232	2017	11600	25064.41
A02198232	2017	12000	15115.05
A02198232	2017	12200	6932.44
A02198232	2017	12300	3768.95
A02198232	2017	12380	3838.89
A02198232	2017	12382	3838.89
A02198232	2017	12390	-69.94
A02198232	2017	12700	4413.66
A02198232	2017	20000	1877.31
A02198232	2017	21000	1877.31
A02198232	2017	21100	37926
A02198232	2017	21110	60200
A02198232	2017	21120	-22274
A02198232	2017	21300	-1436.42
A02198232	2017	21500	-131029.91
A02198232	2017	21600	96079.39
A02198232	2017	21700	338.25
A02198232	2017	30000	41378.38
A02198232	2017	32000	39501.07
A02198232	2017	32500	39501.07
A02198232	2017	32580	24123.83
A02198232	2017	32582	24123.83
A02198232	2017	32590	15377.24
A02198232	2017	40100	99127.85
A02198232	2017	40400	-48152.24
A02198232	2017	40600	-24024
A02198232	2017	40700	-25985.43
A02198232	2017	40800	-182.32
A02198232	2017	41500	-332.86
A02198232	2017	41900	-112.75
A02198232	2017	49100	783.86
A02198232	2017	49200	-332.86
A02198232	2017	49300	451
A02198232	2017	49500	338.25
A02198232	2017	91000	338.25
A02198232	2017	91004	338.25
A02198232	2017	91011	338.25
A02198232	2017	91012	338.25
A02198232	2017	94705	60
A02240307	2024	10000	135130.32
A02240307	2024	11000	30949.98
A02240307	2024	11200	30949.98
A02240307	2024	12000	104180.34
A02240307	2024	12200	3085
A02240307	2024	12300	53490.74
A02240307	2024	12380	51732.76
A02240307	2024	12382	51732.76
A02240307	2024	12390	1757.98
A02240307	2024	12500	19942.13
A02240307	2024	12700	27662.47
A02240307	2024	20000	120981.94
A02240307	2024	21000	116365.35
A02240307	2024	21100	60101.21
A02240307	2024	21110	60101.21
A02240307	2024	21300	49661.78
A02240307	2024	21700	6602.36
A02240307	2024	23000	4616.59
A02240307	2024	30000	135130.32
A02240307	2024	32000	14148.38
A02240307	2024	32500	14148.38
A02240307	2024	32580	14942.11
A02240307	2024	32582	14942.11
A02240307	2024	32590	-793.73
A02240307	2024	40100	117468.5
A02240307	2024	40400	-91892.25
A02240307	2024	40500	600
A02240307	2024	40700	-14866.23
A02240307	2024	40800	-2734.94
A02240307	2024	40900	27.41
A02240307	2024	41500	-28
A02240307	2024	41900	-1972.13
A02240307	2024	49100	8602.49
A02240307	2024	49200	-28
A02240307	2024	49300	8574.49
A02240307	2024	49500	6602.36
A02240307	2024	91000	6602.36
A02240307	2024	91004	6602.36
A02240307	2024	91008	6602.36
A02240307	2024	91012	6602.36
A02240307	2024	94705	43.69
A03006897	2024	10000	5322052.57
A03006897	2024	11000	5043864.03
A03006897	2024	11200	78622.12
A03006897	2024	11400	4766678.37
A03006897	2024	11500	30071.43
A03006897	2024	11600	168492.11
A03006897	2024	12000	278188.54
A03006897	2024	12200	266030.08
A03006897	2024	12300	9429.95
A03006897	2024	12390	9429.95
A03006897	2024	12400	13.12
A03006897	2024	12500	2590.03
A03006897	2024	12700	125.36
A03006897	2024	20000	2821000.71
A03006897	2024	21000	2821000.71
A03006897	2024	21100	1235055
A03006897	2024	21110	1235055
A03006897	2024	21300	3549712.11
A03006897	2024	21400	-90183.12
A03006897	2024	21500	-1746829.07
A03006897	2024	21700	-126754.21
A03006897	2024	30000	5322052.57
A03006897	2024	31000	1942231.41
A03006897	2024	31100	601679.32
A03006897	2024	31300	1340552.09
A03006897	2024	32000	558820.45
A03006897	2024	32300	449608.73
A03006897	2024	32390	449608.73
A03006897	2024	32500	109211.72
A03006897	2024	32590	109211.72
A03006897	2024	40100	7200
A03006897	2024	40600	-9479.45
A03006897	2024	40700	-28680.27
A03006897	2024	40800	-5408.67
A03006897	2024	41300	-204974.32
A03006897	2024	41500	-93.16
A03006897	2024	41800	72504.94
A03006897	2024	41900	42176.72
A03006897	2024	49100	-241342.71
A03006897	2024	49200	72411.78
A03006897	2024	49300	-168930.93
A03006897	2024	49500	-126754.21
A03006897	2024	94705	60
A03008059	2024	10000	1621518.31
A03008059	2024	11000	180050.97
A03008059	2024	11200	180050.97
A03008059	2024	12000	1441467.34
A03008059	2024	12300	1105529.01
A03008059	2024	12390	1105529.01
A03008059	2024	12500	300768.91
A03008059	2024	12700	35169.42
A03008059	2024	20000	1061890.74
A03008059	2024	21000	1061890.74
A03008059	2024	21100	221740.41
A03008059	2024	21110	221740.41
A03008059	2024	21300	838453.8
A03008059	2024	21700	1696.53
A03008059	2024	30000	1621518.31
A03008059	2024	31000	493124.92
A03008059	2024	31200	492799.86
A03008059	2024	31220	465415.86
A03008059	2024	31290	27384
A03008059	2024	31400	325.06
A03008059	2024	32000	66502.65
A03008059	2024	32300	40020.22
A03008059	2024	32390	40020.22
A03008059	2024	32500	26482.43
A03008059	2024	32580	24.55
A03008059	2024	32582	24.55
A03008059	2024	32590	26457.88
A03008059	2024	40100	74684.7
A03008059	2024	40500	7
A03008059	2024	40600	-20475.52
A03008059	2024	40700	-165046.19
A03008059	2024	40800	-7025.54
A03008059	2024	41100	119800
A03008059	2024	41300	436.4
A03008059	2024	41500	-118.82
A03008059	2024	41700	0.01
A03008059	2024	41900	-565.51
A03008059	2024	49100	2380.85
A03008059	2024	49200	-118.81
A03008059	2024	49300	2262.04
A03008059	2024	49500	1696.53
A03008059	2024	91000	1696.53
A03008059	2024	91004	1696.53
A03008059	2024	91005	169.65
A03008059	2024	91008	1526.88
A03008059	2024	91012	1696.53
A03008059	2024	94705	39
A03010923	2024	10000	344291.47
A03010923	2024	11000	329516.17
A03010923	2024	11200	326084.28
A03010923	2024	11600	3431.89
A03010923	2024	12000	14775.3
A03010923	2024	12300	14775.3
A03010923	2024	12390	14775.3
A03010923	2024	20000	312189.28
A03010923	2024	21000	312189.28
A03010923	2024	21100	186310
A03010923	2024	21110	186310
A03010923	2024	21300	140192.7
A03010923	2024	21500	-23392.25
A03010923	2024	21700	9078.83
A03010923	2024	30000	344291.47
A03010923	2024	32000	32102.19
A03010923	2024	32300	32102.19
A03010923	2024	32390	32102.19
A03010923	2024	40500	7500
A03010923	2024	40700	-1853.06
A03010923	2024	41900	3431.89
A03010923	2024	49100	5646.94
A03010923	2024	49300	5646.94
A03010923	2024	49500	9078.83
A03010923	2024	91000	9078.83
A03010923	2024	91004	9078.83
A03010923	2024	91005	907.88
A03010923	2024	91011	8170.95
A03010923	2024	91012	9078.83
A03010923	2024	94705	30
A03020948	2021	10000	4347798.77
A03020948	2021	11000	1374003.79
A03020948	2021	11100	496.59
A03020948	2021	11200	509.28
A03020948	2021	11400	935272.26
A03020948	2021	11500	318401.34
A03020948	2021	11600	119324.32
A03020948	2021	12000	2973794.98
A03020948	2021	12200	2829315.73
A03020948	2021	12300	20576.03
A03020948	2021	12390	20576.03
A03020948	2021	12600	467.57
A03020948	2021	12700	123435.65
A03020948	2021	20000	3579209.45
A03020948	2021	21000	3579209.45
A03020948	2021	21100	605046.96
A03020948	2021	21110	605046.96
A03020948	2021	21200	302523.48
A03020948	2021	21300	2032541.26
A03020948	2021	21700	639097.75
A03020948	2021	30000	4347798.77
A03020948	2021	31000	752240.63
A03020948	2021	31100	79756.6
A03020948	2021	31200	672484.03
A03020948	2021	31290	672484.03
A03020948	2021	32000	16348.69
A03020948	2021	32300	2388.16
A03020948	2021	32390	2388.16
A03020948	2021	32500	13960.53
A03020948	2021	32580	191.96
A03020948	2021	32582	191.96
A03020948	2021	32590	13768.57
A03020948	2021	40100	52641.79
A03020948	2021	40200	-8058.89
A03020948	2021	40400	-14043
A03020948	2021	40600	-74947.87
A03020948	2021	40700	-119386.89
A03020948	2021	40800	-6607.25
A03020948	2021	41100	826686.67
A03020948	2021	41300	-169.93
A03020948	2021	41400	17320.78
A03020948	2021	41490	17320.78
A03020948	2021	41500	-34337.66
A03020948	2021	49100	656114.63
A03020948	2021	49200	-17016.88
A03020948	2021	49300	639097.75
A03020948	2021	49500	639097.75
A03020948	2021	91000	639097.75
A03020948	2021	91004	639097.75
A03020948	2021	91005	63909.78
A03020948	2021	91008	575187.97
A03020948	2021	91012	639097.75
A03020948	2021	94705	30
A03124864	2022	10000	22611328.22
A03124864	2022	11000	22316779.65
A03124864	2022	11100	1431337.77
A03124864	2022	11200	452767.34
A03124864	2022	11400	20282578.5
A03124864	2022	11500	33.98
A03124864	2022	11600	150062.06
A03124864	2022	12000	294548.57
A03124864	2022	12100	115798.49
A03124864	2022	12300	126923.89
A03124864	2022	12390	126923.89
A03124864	2022	12400	17523.29
A03124864	2022	12500	12177.56
A03124864	2022	12700	22125.34
A03124864	2022	20000	17804140.89
A03124864	2022	21000	17804140.89
A03124864	2022	21100	621434
A03124864	2022	21110	621434
A03124864	2022	21300	17633088.77
A03124864	2022	21500	-256566.07
A03124864	2022	21700	-193815.81
A03124864	2022	30000	22611328.22
A03124864	2022	31000	3540018.65
A03124864	2022	31200	451818.65
A03124864	2022	31290	451818.65
A03124864	2022	31300	3088200
A03124864	2022	32000	1267168.68
A03124864	2022	32300	41385
A03124864	2022	32390	41385
A03124864	2022	32400	1112970.63
A03124864	2022	32500	112813.05
A03124864	2022	32580	104216.25
A03124864	2022	32582	104216.25
A03124864	2022	32590	8596.8
A03124864	2022	40400	-4317.56
A03124864	2022	40500	58495.78
A03124864	2022	40700	-156997.51
A03124864	2022	40800	-44535.62
A03124864	2022	41300	1754.46
A03124864	2022	41400	17996.18
A03124864	2022	41490	17996.18
A03124864	2022	41500	-65237.33
A03124864	2022	41900	-974.21
A03124864	2022	49100	-145600.45
A03124864	2022	49200	-47241.15
A03124864	2022	49300	-192841.6
A03124864	2022	49500	-193815.81
A03124864	2022	94705	45
A03182383	2024	10000	8861465.44
A03182383	2024	11000	8406671.18
A03182383	2024	11200	2996130.8
A03182383	2024	11400	5410484.2
A03182383	2024	11500	56.18
A03182383	2024	12000	454794.26
A03182383	2024	12300	352739.55
A03182383	2024	12380	243759.13
A03182383	2024	12382	243759.13
A03182383	2024	12390	108980.42
A03182383	2024	12400	7959.4
A03182383	2024	12700	94095.31
A03182383	2024	20000	8498694.78
A03182383	2024	21000	8498694.78
A03182383	2024	21100	1407237.28
A03182383	2024	21110	1407237.28
A03182383	2024	21200	-132062
A03182383	2024	21300	7019813.86
A03182383	2024	21700	203705.64
A03182383	2024	30000	8861465.44
A03182383	2024	31000	252780.92
A03182383	2024	31200	219491.36
A03182383	2024	31230	100366.5
A03182383	2024	31290	119124.86
A03182383	2024	31400	33289.56
A03182383	2024	32000	109989.74
A03182383	2024	32300	-23664.45
A03182383	2024	32330	-23664.45
A03182383	2024	32400	-11000
A03182383	2024	32500	144654.19
A03182383	2024	32590	144654.19
A03182383	2024	40100	47210
A03182383	2024	40500	592521.09
A03182383	2024	40600	-145655.62
A03182383	2024	40700	-128258.38
A03182383	2024	40800	-125570.25
A03182383	2024	41100	9897.32
A03182383	2024	41300	-686.26
