REG_NUMBER	SUBSIDIARY_FULL_REG_NUMBER	SUBSIDIARY_COMPANY_NAME	SUBSIDIARY_LEGAL_FORM	DIRECT_INTEREST_PERCENTAGE	INDIRECT_INTEREST_PERCENTAGE	TOTAL_INTEREST_PERCENTAGE	SUBSIDIARY_TYPE	COD_ISO_2	COUNTRY
A45421641	B02487536	AYORA GESTION BIOGAS	Limited Company	20.00	0.00	20.00	Associate	ES	SPAIN
A45421641	A13228648	ENERGIAS DE LA MANCHA ENEMAN	Public Limited Company	31.58	0.00	31.58	Associate	ES	SPAIN
A45421641	B02503035	PRIMIA BIOGAS	Limited Company	33.33	0.00	33.33	Associate	ES	SPAIN
A46004065	A46018354	COMPAÑIA DE TRANSPORTES E INVERSIONES	Public Limited Company	0.00	0.00	49.99	Associate	ES	SPAIN
A46004065	A46077616	PROMOVILLA	Public Limited Company	0.00	0.00	49.50	Associate	ES	SPAIN
A46006185	B16937567	COMPAÑIA INVERSORA DEL MAESTRAZGO	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A46006185		CROUCHBACK INVESTMENTS, LTD.		100.00	0.00	100.00	Dependent	GB	UNITED KINGDOM
A46006185	A47412333	EBRO FOODS	Public Limited Company	0.00	0.00	0.00	Associate	ES	SPAIN
A46006185	B87134672	IMAGEN EN REALIDAD AUMENTADA	Limited Company	45.66	0.00	45.66	Associate	ES	SPAIN
A46006185	B65972309	PUMBA LOGISTICA	Limited Company	99.95	0.00	99.95	Dependent	ES	SPAIN
A46406989	A61892691	FLEIVSA	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A46406989	B63199780	INICIATIVAS TACAMARCA 21	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A46406989	A08003121	INMOBILIARIA GAIA 96	Public Limited Company	33.33	0.00	33.33	Associate	ES	SPAIN
A46406989	A12506887	SIDER MEDITERRANEO	Public Limited Company	89.07	0.00	89.07	Dependent	ES	SPAIN
A47030168	A33086356	ASTURIANA DE GRANALLADOS Y PINTURAS	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A47030168	A47030150	DE GRANALLADOS Y PINTURAS AUTOMATICAS JULIO CRESPO	Public Limited Company	52.08	0.00	52.08	Dependent	ES	SPAIN
A47030168		DIRESA		40.00	0.00	40.00	Associate	MX	MEXICO
A47030168	A24453698	HOTEL PUERTA DE SAHAGUN	Public Limited Company	56.94	0.00	56.94	Dependent	ES	SPAIN
A47030168		INTELOS-POLITEMA		95.00	0.00	95.00	Dependent	PT	PORTUGAL
A47030168	B83382028	INYETPAVI CRESPO	Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
A47030168	A38451928	JULIO CRESPO CANARIAS	Public Limited Company	48.47	0.00	48.47	Associate	ES	SPAIN
A47030168	A47321484	JULIO CRESPO CASTILLA	Public Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
A47030168	A58112236	JULIO CRESPO CATALUÑA	Public Limited Company	63.92	0.00	63.92	Dependent	ES	SPAIN
A47030168		JULIO CRESPO COSTA RICA SA		99.80	0.00	99.80	Dependent	CR	COSTA RICA
A47030168		JULIO CRESPO ECUADOR SA		60.00	0.00	60.00	Dependent	EC	ECUADOR
A47030168	A83736124	PINTURAS VILLADA SKC	Public Limited Company	72.83	0.00	72.83	Dependent	ES	SPAIN
A47030168	B84882232	REVESTUBER	Limited Company	70.00	0.00	70.00	Dependent	ES	SPAIN
A47435623	B97773568	BENETUSSER CENTRO DEPORTIVO	Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
A47435623	A82444464	COMERCIALIZADORA IBERICA DE GAS Y ENERGIA ELECTRICA	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A47435623		ENER RENOVA, S.A.		30.00	0.00	30.00	Associate	CL	CHILE
A47435623	B85699874	EOLICA PARAMO DE LA LLANADA	Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
A47435623	B98194020	EOLICA PARAMO DE LAS CONTIENDAS	Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
A47435623	B98112477	EOLICA PARAMO DE LOS LOBOS	Limited Company	70.00	0.00	70.00	Dependent	ES	SPAIN
A47435623	B98112436	EOLICA PARAMO DEL MONTE	Limited Company	30.00	0.00	30.00	Associate	ES	SPAIN
A47435623	B98194038	EOLICA PARAMO DEL PEDREGAL	Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
A47435623	B98573231	EVACUACION EOLICA	Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
A47435623	B47284955	GESTION DE SUELO Y ESPACIOS	Limited Company	25.00	0.00	25.00	Associate	ES	SPAIN
A47435623	A47363445	PROMOTORA VALLISOLETANA DE MERCADOS	Public Limited Company	21.31	0.00	21.31	Associate	ES	SPAIN
A48076905		CREMADE INVESTMENTS		0.00	0.00	20.65	Associate	IE	IRELAND
A48076905	A87452249	LUXE HOTELS DU NORD	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
A48076905	B95258695	UNSEROPA	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
A48080147		INVERSION 10		9.77	0.00	9.77	Does not inform	ES	SPAIN
A48080147		INVERSION 11		12.00	0.00	12.00	Does not inform	ES	SPAIN
A48080147		INVERSION 12		100.00	0.00	100.00	Dependent	ES	SPAIN
A48080147		INVERSION 13		11.51	0.00	11.51	Does not inform	ES	SPAIN
A48080147		INVERSION 14		25.03	0.00	25.03	Associate	ES	SPAIN
A48080147		INVERSION 15		73.47	0.00	73.47	Dependent	ES	SPAIN
A48080147		INVERSION 16		17.24	0.00	17.24	Does not inform	MX	MEXICO
A48080147		INVERSION 17		9.50	0.00	9.50	Does not inform	ES	SPAIN
A48080147		INVERSION 18		11.97	0.00	11.97	Does not inform	ES	SPAIN
A48080147		INVERSION 19		41.08	0.00	41.08	Associate	ES	SPAIN
A48080147		INVERSION 20		9.37	0.00	9.37	Does not inform	ES	SPAIN
A48080147		INVERSION 5		100.00	0.00	100.00	Dependent	ES	SPAIN
A48080147		INVERSION 6		21.80	0.00	21.80	Associate	ES	SPAIN
A48080147		INVERSION 7		38.10	0.00	38.10	Associate	ES	SPAIN
A48080147		INVERSION 8		100.00	0.00	100.00	Dependent	ES	SPAIN
A48080147		INVERSION 9		11.21	0.00	11.21	Does not inform	ES	SPAIN
A50027622		PRAINSA CHILE, S.A.		100.00	0.00	100.00	Dependent	CL	CHILE
A50027622		PREFABRICADOS ANDINOS PERU, SA		50.00	0.00	50.00	Associate	PE	PERU
A50027622	A24453672	TRAVIESAS DEL NORTE	Public Limited Company	80.00	0.00	80.00	Dependent	ES	SPAIN
A50033810		IBERLUXCO S.A.R.L.		100.00	0.00	100.00	Dependent	LU	LUXEMBOURG
A50724616	B99135329	CERRO DE MAHI	Limited Company	33.33	0.00	33.33	Associate	ES	SPAIN
A58025586		DESARROLLOS ESP. SIST. ANCLAJE S.A.		0.00	0.00	0.00	Does not inform		
A58025586	B53413886	VISEMAR PIEDRA NATURAL	Limited Company	0.00	0.00	0.00	Does not inform	ES	SPAIN
A58249046	A08955189	MINICENTRALES HIDROELECTRICAS	Public Limited Company	45.00	0.00	45.00	Associate	ES	SPAIN
A59032235	B60402682	LABORATORIOS ORDESA	Limited Company	50.18	0.00	50.18	Dependent	ES	SPAIN
A60828803	A59859439	LETAMENDI MOTOR	Public Limited Company	0.00	0.00	80.00	Dependent	ES	SPAIN
A61351276	B64291537	ALIANZAS ENTERPRISES	Limited Company	60.00	0.00	60.00	Dependent	ES	SPAIN
A61351276	B09751488	ARTICULTURA CULTURITY SERVICES	Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
A61351276	B62756978	MANIPULADOS METALURGICOS	Limited Company	60.00	0.00	60.00	Dependent	ES	SPAIN
A61351276	B63504526	PACTO ETT	Limited Company	43.57	0.00	43.57	Associate	ES	SPAIN
A61351276	A61351334	POLICIA PRIVADA	Public Limited Company	80.00	0.00	80.00	Dependent	ES	SPAIN
A61351276	A61486981	PROTECCION DE PATRIMONIOS	Public Limited Company	70.00	0.00	70.00	Dependent	ES	SPAIN
A61351276	B61155909	TECNICAS COLECTIVAS DE ALIMENTACION	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	B07933161	BERCUMA	Limited Company	70.72	0.00	70.72	Dependent	ES	SPAIN
A61351540	A07283757	BONANOVA SQUASH GARDEN	Public Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
A61351540	B58538927	BRISTOL SERVICES	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540		CENTRAL DE COMPRES TRES, S.L.		100.00	0.00	100.00	Dependent	AD	ANDORRA
A61351540	A14336143	CORDOBATEL	Public Limited Company	33.33	0.00	33.33	Associate	ES	SPAIN
A61351540		CORPORACION HOTELERA HEMESA, S.A.		30.00	0.00	30.00	Associate	VE	VENEZUELA
A61351540	B08798837	DESJUST	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	A08702490	GERENCIAS Y SERVICIOS TURISTICOS	Public Limited Company	79.03	0.00	79.03	Dependent	ES	SPAIN
A61351540	B67249169	HESPERIA TASTE	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	B67301242	HESPERIA WORLD	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	A08477713	HOTEL COLIBRI	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	A50678069	HOTEL CONDE ARANDA	Public Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
A61351540	A30092969	HOTEL FONTORIA	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	B80267875	HOTEL HESPERIA MADRID	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	A62037916	HOTELERA DEL ESTE	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	A60512191	HOTELERA DEL TORMES	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	A59114744	HOTELERA METROPOL	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	A59916452	HOTELERA NOROESTE	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	A60833514	HOTELERA PASEO DE GRACIA	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	A62038245	HOTELERA SALVATIERRA	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	A58216664	HOTELERA SANT JUST	Public Limited Company	84.73	0.00	84.73	Dependent	ES	SPAIN
A61351540	A59840504	HOTELES HESPERIA	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540		HOTELS HESPERIA ANDORRA, S.A.U.		100.00	0.00	100.00	Dependent	AD	ANDORRA
A61351540	A08301657	INFOND	Public Limited Company	58.01	0.00	58.01	Dependent	ES	SPAIN
A61351540	B30630511	LA MANGA CLUB	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	B86245388	MILLENIUM LUZ PALACIO	Limited Company	45.64	0.00	45.64	Associate	ES	SPAIN
A61351540	B19778356	SINERGIAS GASTRONOMICAS	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	B67463125	SURIALI TRADE	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A61351540	B86569480	WEDDEL INVERSIONES 2012	Limited Company	60.13	0.00	60.13	Dependent	ES	SPAIN
A78022068	B16726630	DAMANTIA TECHNOLOGIES	Limited Company	46.00	0.00	46.00	Associate	ES	SPAIN
A78136793		ACADEMIA COLON TRES, SA		0.00	0.00	100.00	Dependent		
A78264892	A78002995	INTERHOLDEN	Public Limited Company	0.00	0.00	76.00	Dependent	ES	SPAIN
A78350097	B28234912	AULA 2000	Limited Company	0.00	0.00	30.00	Associate	ES	SPAIN
A78350097	A78339793	ECOFINANCE ESPAÑA	Public Limited Company	0.00	0.00	28.38	Associate	ES	SPAIN
A78350097	B80402704	ELCOIN	Limited Company	0.00	0.00	80.00	Dependent	ES	SPAIN
A78350097	A78514163	GALAICA DE INVERSIONES GAIN	Public Limited Company	0.00	0.00	14.62	Does not inform	ES	SPAIN
A78350097	A28323962	IAA	Public Limited Company	0.00	0.00	31.92	Associate	ES	SPAIN
A78350097	B28655686	POLISA	Limited Company	0.00	0.00	90.00	Dependent	ES	SPAIN
A78437506	A42926907	AUSTRAL CAPITAL SIL	Public Limited Company	0.05	0.00	0.05	Does not inform	ES	SPAIN
A78437506	A08358194	TORREAL	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A78437506	A82429796	TORREAL SCR DE REGIMEN SIMPLIFICADO	Public Limited Company	5.01	0.00	5.01	Does not inform	ES	SPAIN
A78580628	B88331392	BUGANVILLA BAY	Limited Company	76.09	0.00	76.09	Dependent		
A78620762	B45896487	ADEO LOGISTIC IBERIA	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A78620762		BCM- BRICOLGAE, S.A. (LM PORTUGAL)		100.00	0.00	100.00	Dependent	PT	PORTUGAL
A78620762	B84406289	BRICOLAJE BRICOMAN	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A78620762		BRIMOGAL, S.A.		100.00	0.00	100.00	Dependent	PT	PORTUGAL
A78620762	B87020269	INMOBILIARIA BRICOLAJE BRICOMAN	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A78620762	B87020244	INMOBILIARIA LEROY MERLIN ESPAÑA	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A78620762	B84818442	LEROY MERLIN ESPAÑA	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A79039970	B13638234	ASSISTCARGO EUROPA	Limited Company	0.00	0.00	40.00	Associate	ES	SPAIN
A79059143	A08127631	DERETIL	Public Limited Company	85.84	0.00	85.84	Dependent	ES	SPAIN
A79059143	B64693302	DERETIL AGRONUTRITIONAL	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A79059143	B65149585	DERETIL NATURE	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A79059143	B63856371	FERROGREEN	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A79121224	B16872467	CEL MANAGEMENT	Limited Company	0.00	0.00	47.50	Associate	ES	SPAIN
A79121224	B02940435	GREENOWA ENERGY	Limited Company	0.00	0.00	50.00	Associate	ES	SPAIN
A79121224	B99240913	GREENVAL TECHNOLOGIES	Limited Company	0.00	0.00	63.43	Dependent	ES	SPAIN
A79121224	B53591582	MARINA PUERTO BLANCO	Limited Company	0.00	0.00	50.00	Associate	ES	SPAIN
A79121224	B01778240	OCEAN SPAIN 10	Limited Company	0.00	0.00	50.00	Associate	ES	SPAIN
A79121224		PATRIMONIAL CEL'S S.L.		0.00	0.00	50.00	Associate	ES	SPAIN
A79121224	B06946073	PATRIMONIAL DEL NFU ZARAGOZA	Limited Company	0.00	0.00	50.00	Associate	ES	SPAIN
A79121224	A28436749	PROMOTORA DE MINAS DE CARBON	Public Limited Company	61.54	0.00	61.54	Dependent	ES	SPAIN
A79121224	B88622717	RENOWA SOLAR POWER	Limited Company	0.00	0.00	50.00	Associate	ES	SPAIN
A79121224	B90217001	VOLANTIS INVESTMENTS	Limited Company	18.00	0.00	18.00	Does not inform	ES	SPAIN
A79203717		BEKA VALUES, A.V. S.A.		0.00	0.00	42.06	Associate	ES	SPAIN
A79203717		SAGRES - SOCIEDADE DE TITULARIZAÇAO DE CREDITOS, S.A.		0.00	0.00	100.00	Dependent	PT	PORTUGAL
A79270252	A84005909	ALEPH 2004 S.C.R.	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A79270252	B85442515	ALTIMETRO	Limited Company	74.50	0.00	74.50	Dependent	ES	SPAIN
A79270252	A28157360	BANKINTER	Public Limited Company	23.20	0.00	23.20	Associate	ES	SPAIN
A79270252	B87730131	ICTIOCENTAUROS	Limited Company	32.50	0.00	32.50	Associate	ES	SPAIN
A79270252	A80871031	LINEA DIRECTA ASEGURADORA COMPAÑIA DE SEGUROS Y REASEGUROS	Public Limited Company	20.06	0.00	20.06	Associate	ES	SPAIN
A79270252	B28138550	LOS PATACHES	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A79270252	B09744921	ULRICA ANDROMEDA	Limited Company	37.50	0.00	37.50	Associate	ES	SPAIN
A79270252	B06947253	ULRICA ENERGIA	Limited Company	38.71	0.00	38.71	Associate	ES	SPAIN
A79288643	A28008647	ESPAÑA COMPAÑIA NACIONAL DE SEGUROS	Public Limited Company	0.00	0.00	54.68	Dependent	ES	SPAIN
A79494233	A83827907	CAMARATE GOLF	Public Limited Company	26.00	0.00	26.00	Associate	ES	SPAIN
A79494233	B83165944	CAPACE	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A79494233	A81374894	ERANTOS	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A79494233	B24352783	PROSACYR OCIO	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A79494233	B84236629	PUERTA ORO TOLEDO	Limited Company	35.00	0.00	35.00	Associate	ES	SPAIN
A79494233		SOMAGUE IMOBILIARIA, S.A.		100.00	0.00	100.00	Dependent	PT	PORTUGAL
A79494233		UTE MEDRANO VALLEHERMOSO		0.00	0.00	50.00	Associate		
A79494233		UTE VALCASA VALDEMORO		0.00	0.00	77.00	Dependent		
A79494233		UTE VALLEHERMOSO ADANIA GERNIKA		0.00	0.00	60.00	Dependent		
A79494233	E09428095	VALLEHERMOSO MBG BURGOS	Joint Ownership	0.00	0.00	50.00	Associate	ES	SPAIN
A79494233	E47539085	VALLEHERMOSO-ALLENDE EBRO	Joint Ownership	0.00	0.00	50.00	Associate	ES	SPAIN
A79505350		INDIA ROADSIDE ASSISTANCE PRIVATE LIMITED		0.37	0.00	0.37	Does not inform	IN	INDIA
A79505350		MAWDY S.A.		2.67	0.00	2.67	Does not inform	UY	URUGUAY
A79505350		MAWDY S.A. DE C.V.		0.01	0.00	0.01	Does not inform	SV	EL SALVADOR
A79505350		MAWDY S.A.S.		1.91	0.00	1.91	Does not inform	CO	COLOMBIA
A79505350		MAWDY, SA		0.05	0.00	0.05	Does not inform	AR	ARGENTINA
A79505350		NILE ASSIST		1.00	0.00	1.00	Does not inform	EG	EGYPT
A79505350		PARAGUAY ASISTENCIA CIA. DE SERVICIOS S.		1.05	0.00	1.05	Does not inform	PY	PARAGUAY
A79505350		ROADSIDE ASSIST ALGERIE SPA		0.70	0.00	0.70	Does not inform	DZ	ALGERIA
A79505350		SUR ASISTENCIA, S.A.		1.00	0.00	1.00	Does not inform	CL	CHILE
A80254402	B82585308	INMOSERV RED TELEMATICA	Limited Company	20.00	0.00	20.00	Associate	ES	SPAIN
A80254402	B81657108	PLANEAMIENTO Y DESARROLLO	Limited Company	25.87	0.00	25.87	Associate	ES	SPAIN
A80394927	A79144267	DE ELECTRONICA SUBMARINA S.M.E	Public Limited Company	51.00	0.00	51.00	Dependent	ES	SPAIN
A80394927	A41513581	SAINSEL SISTEMAS NAVALES	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
A80883580		EUROPE MAGHREB PIPELINE, S.L.		77.20	0.00	77.20	Dependent	ES	SPAIN
A80883580		METRAGAZ, S.A.		76.68	0.00	76.68	Dependent	MA	MOROCCO
A80945918	B10889285	BLUEVIA FIBRA	Limited Company	0.00	0.00	30.00	Associate	ES	SPAIN
A80945918	B75305474	COMPAÑIA MAYORISTA DE FIBRA	Limited Company	0.00	0.00	38.00	Associate	ES	SPAIN
A80945918		GRUPO AUDIOVISUAL MULTIMEDIA S.L.		0.00	0.00	24.00	Associate	ES	SPAIN
A80945918	B87222006	MOVISTAR PROSEGUR ALARMAS	Limited Company	0.00	0.00	50.00	Associate	ES	SPAIN
A80945918	B87613816	TELEFONICA AUDIOVISUAL DIGITAL	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
A80945918	B18683557	TELEFONICA BROADCAST SERVICES	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
A80945918	A28980910	TELEFONICA DEFENSA Y SEGURIDAD	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
A80945918	B82857053	TELEFONICA EDUCACION DIGITAL	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
A80945918	A82261231	TELEFONICA GLOBAL TECHNOLOGY	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
A80945918	A80568645	TELEFONICA SERVICIOS AUDIOVISUALES	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
A80945918		TELEFONICA SERVICIOS AUDIOVISUALES PERU S.A.C.		0.00	0.00	0.38	Does not inform	PE	PERU
A80945918	A80623077	TELEFONICA SOLUCIONES DE OUTSOURCING	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
A80945918	A78050481	TELEINFORMATICA Y COMUNICACIONES	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
A81808651	B82136474	NIRVANA FILMS	Limited Company	0.00	0.00	100.00	Dependent		
A81845414	A86500774	MIBGAS	Public Limited Company	32.00	0.00	32.00	Associate	ES	SPAIN
A81845414	A86025558	OMI POLO ESPAÑOL	Public Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
A81845414		OMIP, S.A.		50.00	0.00	50.00	Associate		
A81845414		OMIP-OPERADOR DE MERCADO IBERICO PORTUGAL, S.G.P.S.		10.00	0.00	10.00	Does not inform		
A81845414		OMIP-POLO PORTUGUES, S.G.M.R., S.A.		50.00	0.00	50.00	Associate	PT	PORTUGAL
A82021700	B97078877	OCEANIC CENTER	Limited Company	0.00	0.00	50.00	Associate	ES	SPAIN
A82021700	A53941233	PARAJE CAUTIVADOR	Public Limited Company	0.00	0.00	30.20	Associate	ES	SPAIN
A91207415	A80245129	ACEITES DEL SUR COOSUR	Public Limited Company	45.14	0.00	45.14	Associate	ES	SPAIN
B01003847		EA LOGROÑO		0.00	0.00	0.00	Does not inform		
B01354414	A01204411	IGORVI	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B01354414	B01402957	MOTOR ZALDIARAN	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B01354414	B01323054	VITESA SISTEMAS	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B01368711	B01368711	ARTEVINO Y VIÑEDOS	Limited Company	0.00	0.00	99.92	Dependent	ES	SPAIN
B01368711	B01373299	BODEGAS ARTEVINO	Limited Company	0.00	0.00	96.50	Dependent	ES	SPAIN
B01368711	A01036870	BODEGAS IZADI	Public Limited Company	0.00	0.00	99.47	Dependent	ES	SPAIN
B01368711	B01387216	BODEGAS VETUS	Limited Company	0.00	0.00	99.99	Dependent	ES	SPAIN
B01368711	B01368729	FINCA VILLACRECES	Limited Company	0.00	0.00	99.99	Dependent	ES	SPAIN
B01368711	B26348185	VIÑAS DE RIBERA	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B01368711	B01368703	VIÑEDOS REUNIDOS	Limited Company	0.00	0.00	99.99	Dependent	ES	SPAIN
B02190197	B02057909	PROMOCIONES Y DESARROLLOS VAL GENERAL	Limited Company	0.00	0.00	25.00	Associate	ES	SPAIN
B02190197	B02016137	VAL GENERAL	Limited Company	0.00	0.00	23.75	Associate	ES	SPAIN
B02198174	A02344752	ALBACETE PRESS	Public Limited Company	0.00	0.00	99.91	Dependent	ES	SPAIN
B02198174	A02407831	EDIFINVER	Public Limited Company	0.00	0.00	99.99	Dependent	ES	SPAIN
B02198174	B02468015	HISPANO RENOVABLES	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B02198174	A02303469	VIÑEDOS BALMORAL	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B03284007	A02108728	ALBACETE INDUSTRIAL	Public Limited Company	85.00	0.00	85.00	Dependent	ES	SPAIN
B03284007	B02107118	IDECSA ALMANSA	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B03284007	B02164333	W P SELECTION	Limited Company	16.00	0.00	16.00	Associate	ES	SPAIN
B03284007	A03287018	WEST POINT	Public Limited Company	20.00	0.00	20.00	Associate	ES	SPAIN
B03319753	B03020369	AGUAS DE MUCHAVISTA	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B03319753	A53322913	BIOTECHVEG	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B03319753	A35001122	BONNY	Public Limited Company	83.38	0.00	83.38	Dependent	ES	SPAIN
B03319753	A03052867	BONNYSA AGROALIMENTARIA	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B03319753	A53936902	ESTIRPE VILLAS	Public Limited Company	10.00	0.00	10.00	Does not inform	ES	SPAIN
B03319753	A28098358	FRIGODOCKS	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B03319753	B03079332	HORVESA	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B03319753	B54863865	ISLA AZOHIA	Limited Company	30.00	0.00	30.00	Associate	ES	SPAIN
B03319753	A38371894	SALTADERO	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B03319753	A35003862	URBANIZACION DEL MAYORAZGO	Public Limited Company	80.00	0.00	80.00	Dependent	ES	SPAIN
B03986791	B53810511	AFLYS CONSULTANTS	Limited Company	47.90	0.00	47.90	Associate	ES	SPAIN
B03986791	B53355483	CB HOME INVEST XXI	Limited Company	31.60	0.00	31.60	Associate	ES	SPAIN
B03986791	B03787389	ESPORIEN	Limited Company	37.71	0.00	37.71	Associate	ES	SPAIN
B03986791	E54073390	GARSAN	Joint Ownership	50.00	0.00	50.00	Associate	ES	SPAIN
B03986791	B98014327	GLOBAL IBERIA CAPITAL	Limited Company	31.31	0.00	31.31	Associate	ES	SPAIN
B03986791	B53652962	HERBO VITA	Limited Company	36.78	0.00	36.78	Associate	ES	SPAIN
B03986791	B53640280	SALCO LA CUMBRE	Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
B06246920	B06498406	BAHIA DE SESIMBRA	Limited Company	39.10	0.00	39.10	Associate	ES	SPAIN
B06246920	B06320451	PROMOCIONES LA DEHESA Y ARMIJO 2000	Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
B07483324	B57412132	APARTHOTEL BAHIA	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B07483324	B57097941	BABILONIA AEROLATA	Limited Company	34.00	0.00	34.00	Associate	ES	SPAIN
B07483324	A07163611	CAN GUSTI	Public Limited Company	66.66	0.00	66.66	Dependent	ES	SPAIN
B07483324	B57180176	CARAMULL 2003	Limited Company	25.00	0.00	25.00	Associate	ES	SPAIN
B07483324	B57421141	CENTAUREA BALEARICA	Limited Company	33.33	0.00	33.33	Associate	ES	SPAIN
B07483324	B57848731	FORMACION Y CALIDAD TURISTICA 2014	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B07483324	B07011372	GRAN PLAYA	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B07483324	A07034523	HOTEL CALA LLITERAS	Public Limited Company	84.99	0.00	84.99	Dependent	ES	SPAIN
B07483324	B57786360	HOTEL FELIP 1890	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B07483324	A07024995	HOTEL MARIA ISABEL	Public Limited Company	17.98	0.00	17.98	Does not inform	ES	SPAIN
B07483324	B57868085	HOTEL ROYAL PLAYABLANCA	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B07483324	A07161508	INVERSIONES FINANCIERAS PONENT	Public Limited Company	76.98	0.00	76.98	Dependent	ES	SPAIN
